[00:00.000 --> 00:01.720]  This is InfoWars, right?
[01:26:53.400 --> 01:26:57.400]  And so when you see a lot of, you know, people making decisions
[01:26:57.400 --> 01:27:01.400]  who happen to be Jewish, it's coming from a left-wing perspective.
[01:27:01.400 --> 01:27:04.400]  But I'm a nationalist, you know, I'm a nationalist and I'm Jewish,
[01:27:04.400 --> 01:27:07.400]  and I've been a very strong supporter of President Trump.
[01:27:07.400 --> 01:27:09.400]  And that's the question, why were they so scared of you?
[01:27:09.400 --> 01:27:12.400]  Because you've been as much banned as me or even more.
[01:27:12.400 --> 01:27:14.400]  I mean, they have come after you.
[01:27:14.400 --> 01:27:17.400]  Why are they, why are they scared of Laura Loomer?
[01:27:17.400 --> 01:27:19.400]  Because I'm a free speech absolutist.
[01:27:19.400 --> 01:27:23.400]  And regardless of what somebody may say,
[01:27:23.400 --> 01:27:25.400]  even whatever they may say about Jews
[01:27:25.400 --> 01:27:28.400]  or whatever they may have to say about Israel or Judaism,
[01:27:28.400 --> 01:27:31.400]  I'm not going to advocate for anybody to be silenced,
[01:27:31.400 --> 01:27:34.400]  anybody to be banned or anybody to have their accounts shut down
[01:27:34.400 --> 01:27:37.400]  or their money frozen simply because of their viewpoints.
[01:27:37.400 --> 01:27:41.400]  This is America and we need to promote free speech absolutism.
[01:27:41.400 --> 01:27:45.400]  And we need our politicians to start promoting free speech absolutism.
[01:27:45.400 --> 01:27:49.400]  And this is what I ran, when I ran for Congress twice in Florida,
[01:27:49.400 --> 01:27:51.400]  the first time in Trump's home district,
[01:27:51.400 --> 01:27:54.400]  which was actually the most Jewish district in the country.
[01:27:54.400 --> 01:27:57.400]  And then most recently in district 11, you know,
[01:27:57.400 --> 01:27:59.400]  I ran on a campaign of free speech absolutism.
[01:27:59.400 --> 01:28:00.400]  No, I know you do.
[01:28:00.400 --> 01:28:04.400]  So what about a, what about a first amendment or bill of rights party?
[01:28:04.400 --> 01:28:07.400]  Well, you know, that could transcend party lines.
[01:28:07.400 --> 01:28:10.400]  What about a free speech, pro-deself defense,
[01:28:10.400 --> 01:28:12.400]  a first amendment, second amendment party?
[01:28:12.400 --> 01:28:14.400]  I mean, how do we fix this yet?
[01:28:14.400 --> 01:28:17.400]  We fix this with the word of Christ,
[01:28:17.400 --> 01:28:21.400]  the first book of Moses called Genesis.
[01:28:21.400 --> 01:28:25.400]  In the beginning, God created the heavens and the earth.
[01:28:25.400 --> 01:28:28.400]  The earth was without form and void
[01:28:28.400 --> 01:28:32.400]  and darkness was on the face of the deep.
[01:28:32.400 --> 01:28:38.400]  And the spirit of God was hovering over the face of the waters.
[01:28:38.400 --> 01:28:40.400]  That's where we start.
[01:28:40.400 --> 01:28:41.400]  And they know that.
[01:28:41.400 --> 01:28:42.400]  That's why Prometheus shows that.
[01:28:42.400 --> 01:28:44.400]  All right, Laura, thank you so much.
[01:28:44.400 --> 01:28:45.400]  Thank you.
[01:28:45.400 --> 01:28:47.400]  Close in comments or yay.
[01:28:47.400 --> 01:28:49.400]  I want to move on to Ollie.
[01:28:49.400 --> 01:28:51.400]  Thank you very much for calling and talk to later.
[01:28:51.400 --> 01:28:52.400]  Thanks a lot.
[01:28:52.400 --> 01:28:53.400]  All right, so good.
[01:28:53.400 --> 01:28:54.400]  That's, that's good.
[01:28:54.400 --> 01:28:56.400]  All right, Nick, you know,
[01:28:56.400 --> 01:28:58.400]  see you in Florida, you want to say something
[01:28:58.400 --> 01:29:00.400]  before we go to Ollie Alexander and Owen?
[01:29:00.400 --> 01:29:04.400]  Yeah, I want to jump in and say that I agree.
[01:29:04.400 --> 01:29:06.400]  I think though that it's not so much about the Bill of Rights.
[01:29:06.400 --> 01:29:08.400]  I think it's really more about Christianity.
[01:29:08.400 --> 01:29:12.400]  I think that what America needs is a Christian party.
[01:29:12.400 --> 01:29:13.400]  Oh, I agree.
[01:29:13.400 --> 01:29:14.400]  Politically, it's about our freedoms.
[01:29:14.400 --> 01:29:15.400]  But you're right.
[01:29:15.400 --> 01:29:16.400]  Christ is first.
[01:29:16.400 --> 01:29:17.400]  Right.
[01:29:17.400 --> 01:29:19.400]  And it gets to the nature of Judaism,
[01:29:19.400 --> 01:29:21.400]  which is the fact that Jews do not believe
[01:29:21.400 --> 01:29:23.400]  that Christ was the Son of God.
[01:29:23.400 --> 01:29:25.400]  And in fact, they're the only group that hate Jesus.
[01:29:25.400 --> 01:29:28.400]  Muslims see Jesus as a prophet.
[01:29:28.400 --> 01:29:31.400]  Buddhists, Hindus see Jesus as a spiritual figure.
[01:29:31.400 --> 01:29:34.400]  Jews write in their Talmud that Christ is burning in hell.
[01:29:34.400 --> 01:29:36.400]  They, they don't like the cross.
[01:29:36.400 --> 01:29:38.400]  I think that's because he's kind of was taking over the thing.
[01:29:38.400 --> 01:29:40.400]  So at the end of the day, we worship a Jew,
[01:29:40.400 --> 01:29:42.400]  or we say he's not really a Jew.
[01:29:42.400 --> 01:29:44.400]  It's not the same thing though,
[01:29:44.400 --> 01:29:46.400]  because the kind of Judaism that we have now
[01:29:46.400 --> 01:29:47.400]  is not of the Old Testament.
[01:29:47.400 --> 01:29:49.400]  It's of the rabbinical oral tradition.
[01:29:49.400 --> 01:29:51.400]  So these people are worshiping.
[01:29:51.400 --> 01:29:52.400]  They're not following the Old Testament.
[01:29:52.400 --> 01:29:54.400]  They're following the Zohar and the Talmud and all that.
[01:29:54.400 --> 01:29:55.400]  That's right. Exactly.
[01:29:55.400 --> 01:29:58.400]  So, so I mean, we, people should read that for themselves.
[01:29:58.400 --> 01:29:59.400]  What about Holly Salassie?
[01:29:59.400 --> 01:30:00.400]  Cause this is what happened to Kyrie Irving.
[01:30:00.400 --> 01:30:03.400]  And it made me really mad because when I was a kid
[01:30:03.400 --> 01:30:04.400]  growing up reading comic books and stuff,
[01:30:04.400 --> 01:30:06.400]  I tried, I could read really early.
[01:30:06.400 --> 01:30:07.400]  I was like five.
[01:30:07.400 --> 01:30:08.400]  I could read like a 10 year old when I was 10.
[01:30:08.400 --> 01:30:09.400]  I could read like a college student.
[01:30:09.400 --> 01:30:11.400]  And so I put down comic books when I was about eight,
[01:30:11.400 --> 01:30:13.400]  cause my mom had all these history books.
[01:30:13.400 --> 01:30:15.400]  And with some of them were picture history books
[01:30:15.400 --> 01:30:16.400]  that I started reading those.
[01:30:16.400 --> 01:30:18.400]  And it's like a fact that Solomon married
[01:30:18.400 --> 01:30:19.400]  a bunch of black women.
[01:30:19.400 --> 01:30:21.400]  It's a fact that Ethiopia was Jewish.
[01:30:21.400 --> 01:30:23.400]  It's a fact that North Africa was Jewish.
[01:30:23.400 --> 01:30:25.400]  It's a fact that that went on.
[01:30:25.400 --> 01:30:28.400]  And then Kyrie Irving puts out a video explaining
[01:30:28.400 --> 01:30:31.400]  that a bunch of North African blacks are intermarried
[01:30:31.400 --> 01:30:34.400]  and part Jewish and Israel lets a bunch of blacks in
[01:30:34.400 --> 01:30:36.400]  because they can prove that their lineage,
[01:30:36.400 --> 01:30:38.400]  their names are Jewish names.
[01:30:38.400 --> 01:30:40.400]  So how is it anti-Semitic?
[01:30:40.400 --> 01:30:42.400]  And how does the ADL say it's anti-Semitic
[01:30:42.400 --> 01:30:44.400]  for black people who are related directly
[01:30:44.400 --> 01:30:47.400]  to King Solomon and King David, the line of Judah,
[01:30:47.400 --> 01:30:50.400]  which Holly Salassie was the leader of Ethiopia.
[01:30:50.400 --> 01:30:52.400]  That's where this whole movement comes from
[01:30:52.400 --> 01:30:54.400]  to act like they don't know this.
[01:30:54.400 --> 01:30:55.400]  I'm not blaming Jews for this.
[01:30:55.400 --> 01:30:58.400]  I'm blaming the leftist ADL to deny black Jews
[01:30:58.400 --> 01:31:02.400]  their heritage is a historic fraud.
[01:31:02.400 --> 01:31:04.400]  It's a damn historic fact.
[01:31:04.400 --> 01:31:05.400]  It's on Wikipedia.
[01:31:05.400 --> 01:31:06.400]  It's not even debated.
[01:31:06.400 --> 01:31:08.400]  It's true, but it's not just the leftists.
[01:31:08.400 --> 01:31:10.400]  It's the right wing ones too, you know,
[01:31:10.400 --> 01:31:11.400]  because in Israel,
[01:31:11.400 --> 01:31:13.400]  Yehush has shown me a clip the other day
[01:31:13.400 --> 01:31:15.400]  where they are racist towards the Sudanese
[01:31:15.400 --> 01:31:18.400]  or Ethiopian black Jews that immigrated to Israel.
[01:31:18.400 --> 01:31:19.400]  They kick them out.
[01:31:19.400 --> 01:31:20.400]  There's quotas.
[01:31:20.400 --> 01:31:22.400]  I mean, Israel's even mean to the Hasidic Jews now.
[01:31:22.400 --> 01:31:23.400]  I mean, that's what I'm saying.
[01:31:23.400 --> 01:31:24.400]  They're waging war.
[01:31:24.400 --> 01:31:25.400]  Right.
[01:31:25.400 --> 01:31:26.400]  So, and I agree with you
[01:31:26.400 --> 01:31:28.400]  and what they've done to Kyrie Irving is just to say...
[01:31:28.400 --> 01:31:29.400]  Take God as the link,
[01:31:29.400 --> 01:31:31.400]  a beautiful person, wonderful guy.
[01:31:31.400 --> 01:31:32.400]  He'll tell you, he goes,
[01:31:32.400 --> 01:31:34.400]  yeah, that's what runs Israel's evil
[01:31:34.400 --> 01:31:35.400]  and so is your groups.
[01:31:35.400 --> 01:31:37.400]  Bishop Hero just meant
[01:31:37.400 --> 01:31:40.400]  that Kyrie won't sign his basketball.
[01:31:40.400 --> 01:31:42.400]  Back to you, Nick.
[01:31:42.400 --> 01:31:43.400]  So something, what about that issue?
[01:31:43.400 --> 01:31:44.400]  I'm sure you know about
[01:31:44.400 --> 01:31:47.400]  Highland Salassie and Kyrie Irving.
[01:31:47.400 --> 01:31:49.400]  Your take on Kyrie.
[01:31:49.400 --> 01:31:50.400]  That's my brother.
[01:31:50.400 --> 01:31:54.400]  And I love the fact that just like now,
[01:31:54.400 --> 01:31:57.400]  it felt like you were in this battle by yourself,
[01:31:57.400 --> 01:32:00.400]  but now you got two warriors alongside of you,
[01:32:00.400 --> 01:32:03.400]  like Gargoyles at the top of the buildings in New York,
[01:32:03.400 --> 01:32:05.400]  ready to fight for Christ.
[01:32:05.400 --> 01:32:08.400]  And when Kyrie put up that information,
[01:32:08.400 --> 01:32:10.400]  they always want to write me off and say,
[01:32:10.400 --> 01:32:13.400]  yeah, it's just so crazy, so crazy, so crazy.
[01:32:13.400 --> 01:32:14.400]  And then Kyrie was like,
[01:32:14.400 --> 01:32:16.400]  okay, here goes some information right here.
[01:32:16.400 --> 01:32:18.400]  Information is to unlock.
[01:32:18.400 --> 01:32:21.400]  There's five elements that the 1%,
[01:32:21.400 --> 01:32:24.400]  the elites used to control the 99%,
[01:32:24.400 --> 01:32:25.400]  which are the masses.
[01:32:25.400 --> 01:32:30.400]  Those elements are water, food, shelter, medicine, education.
[01:32:30.400 --> 01:32:32.400]  Which one of those five elements
[01:32:32.400 --> 01:32:33.400]  are the most important?
[01:32:33.400 --> 01:32:35.400]  Education, because with the knowledge,
[01:32:35.400 --> 01:32:36.400]  you can go get water.
[01:32:36.400 --> 01:32:39.400]  You can go get food, you can get shelter,
[01:32:39.400 --> 01:32:40.400]  and you can get medication.
[01:32:40.400 --> 01:32:42.400]  They don't want independence.
[01:32:42.400 --> 01:32:43.400]  I agree.
[01:32:43.400 --> 01:32:47.400]  And Kyrie fought for something.
[01:32:47.400 --> 01:32:52.400]  And then also, for me, Kyrie, I love Kyrie,
[01:32:52.400 --> 01:32:54.400]  he did what his job was.
[01:32:54.400 --> 01:32:57.400]  They had the Hebrew Israelites in front of the game.
[01:32:57.400 --> 01:32:58.400]  And now the high schools,
[01:32:58.400 --> 01:33:00.400]  I always think about the high schools.
[01:33:00.400 --> 01:33:01.400]  I always think about the future,
[01:33:01.400 --> 01:33:03.400]  the grammar schools, the high schools.
[01:33:03.400 --> 01:33:06.400]  These are the people that are going to change our lives.
[01:33:06.400 --> 01:33:08.400]  So the high schools are asking questions.
[01:33:08.400 --> 01:33:12.400]  People are running around saying, oh, yay, it's racist.
[01:33:12.400 --> 01:33:16.400]  What is, the term racism was created
[01:33:16.400 --> 01:33:20.400]  and I think the construct of racism was created.
[01:33:20.400 --> 01:33:21.400]  The communist Russians.
[01:33:21.400 --> 01:33:22.400]  Yeah.
[01:33:22.400 --> 01:33:24.400]  And it's like the whole woke culture,
[01:33:24.400 --> 01:33:26.400]  the idea of the white man did this,
[01:33:26.400 --> 01:33:28.400]  the Jewish guy did this.
[01:33:28.400 --> 01:33:30.400]  Now I'm saying specifically the bankers,
[01:33:30.400 --> 01:33:36.400]  I think my misstep in the tweet was to pinpoint a people
[01:33:36.400 --> 01:33:39.400]  as opposed to pinpointing the devil
[01:33:39.400 --> 01:33:41.400]  and the fact that the devil used to have that.
[01:33:41.400 --> 01:33:45.400]  But more than that, it was my disobedience to God
[01:33:45.400 --> 01:33:49.400]  that forced me into the whale's stomach as I am right now.
[01:33:49.400 --> 01:33:51.400]  But it's only my obedience to God
[01:33:51.400 --> 01:33:53.400]  that's going to bring me out of the whale's stomach.
[01:33:53.400 --> 01:33:54.400]  Well, let's elaborate.
[01:33:54.400 --> 01:33:55.400]  You're not walking back.
[01:33:55.400 --> 01:33:58.400]  You said you are clarifying it, which is key.
[01:33:58.400 --> 01:33:59.400]  It's evil in the hearts of men and women.
[01:33:59.400 --> 01:34:00.400]  It's a problem.
[01:34:00.400 --> 01:34:01.400]  And so you're not walking it back.
[01:34:01.400 --> 01:34:02.400]  You're clarifying.
[01:34:02.400 --> 01:34:03.400]  This is big.
[01:34:03.400 --> 01:34:04.400]  Let's clarify.
[01:34:04.400 --> 01:34:09.400]  Satan, the angel, God's one of his favorite angels,
[01:34:09.400 --> 01:34:11.400]  one of the most powerful angels.
[01:34:11.400 --> 01:34:12.400]  The most powerful.
[01:34:12.400 --> 01:34:13.400]  Yeah.
[01:34:13.400 --> 01:34:16.400]  Satan, that's what I like, the most powerful angel, Satan.
[01:34:16.400 --> 01:34:19.400]  And he brought angels with him when he left heaven, right?
[01:34:19.400 --> 01:34:20.400]  How many angels did Satan ring with him?
[01:34:20.400 --> 01:34:21.400]  33% of them.
[01:34:21.400 --> 01:34:23.400]  So he brought billions of angels with him.
[01:34:23.400 --> 01:34:29.400]  So angels, I mean, Satan has 33% of God's warriors with him
[01:34:29.400 --> 01:34:33.400]  working for Satan, but God runs the world.
[01:34:33.400 --> 01:34:38.400]  And it's Satan that gets inside of the Zionists
[01:34:38.400 --> 01:34:40.400]  and makes them do evil things.
[01:34:40.400 --> 01:34:43.400]  These are stories because I'm a baby Christian, right?
[01:34:43.400 --> 01:34:47.400]  But I heard that, you know, God loves me so much.
[01:34:47.400 --> 01:34:48.400]  He loves me so much, right?
[01:34:48.400 --> 01:34:51.400]  Then I go to drink champs and I'm drinking.
[01:34:51.400 --> 01:34:54.400]  And the Bible says, king, don't drink, right?
[01:34:54.400 --> 01:34:55.400]  I noticed that Milo.
[01:34:55.400 --> 01:34:58.400]  I know I'm not saying it in correct, perfect English,
[01:34:58.400 --> 01:35:00.400]  but the Bible says, king, don't drink.
[01:35:00.400 --> 01:35:05.400]  And I'm drinking and I'm smoking and I'm using my ego
[01:35:05.400 --> 01:35:09.400]  because I'm tired of these like fed things.
[01:35:09.400 --> 01:35:10.400]  They're like, I'm lit.
[01:35:10.400 --> 01:35:11.400]  I'm lit.
[01:35:11.400 --> 01:35:13.400]  Let me say I'm tired of these fed celebrities
[01:35:13.400 --> 01:35:16.400]  trying to pick on me thinking that they gangster.
[01:35:16.400 --> 01:35:18.400]  We're not in high school, Meek Mills.
[01:35:18.400 --> 01:35:20.400]  We're not in high school, Puff Daddy.
[01:35:20.400 --> 01:35:22.400]  And everyone thinks that there's so much more gangster
[01:35:22.400 --> 01:35:24.400]  like they got me in some way.
[01:35:24.400 --> 01:35:28.400]  Ain't none of y'all more gangster than God and God got me.
[01:35:28.400 --> 01:35:29.400]  You know what I'm saying?
[01:35:29.400 --> 01:35:30.400]  I'm saying that.
[01:35:30.400 --> 01:35:31.400]  Oh, no.
[01:35:31.400 --> 01:35:32.400]  Everybody poses an act of tough.
[01:35:32.400 --> 01:35:33.400]  It's nothing.
[01:35:33.400 --> 01:35:34.400]  You talk about rebel, black sheep.
[01:35:34.400 --> 01:35:36.400]  I mean, you're definitely it, buddy.
[01:35:36.400 --> 01:35:38.400]  Yeah, y'all not tough to me, but I'm drinking.
[01:35:38.400 --> 01:35:41.400]  And then I start saying stuff that doesn't please God, right?
[01:35:41.400 --> 01:35:43.400]  And it wasn't the Zionists.
[01:35:43.400 --> 01:35:44.400]  It wasn't the banks.
[01:35:44.400 --> 01:35:45.400]  It's God sent me back.
[01:35:45.400 --> 01:35:49.400]  But the fact that the fact that I still had 400 million
[01:35:49.400 --> 01:35:51.400]  and Forbes couldn't get around it.
[01:35:51.400 --> 01:35:53.400]  It showed God loves me, but he just had to,
[01:35:53.400 --> 01:35:55.400]  he had to send me back a little.
[01:35:55.400 --> 01:35:56.400]  Well, it's a Jobein proverb.
[01:35:56.400 --> 01:35:57.400]  You're going through a Jobein trial.
[01:35:57.400 --> 01:36:00.400]  Yeah, because since I lost my wife, right?
[01:36:00.400 --> 01:36:04.400]  Since I lost my family and I was no longer the priest
[01:36:04.400 --> 01:36:05.400]  right in the middle of that home.
[01:36:05.400 --> 01:36:08.400]  And I didn't have to say so over the content that my kids watch
[01:36:08.400 --> 01:36:11.400]  and what they, and what they wore and where they went to school
[01:36:11.400 --> 01:36:13.400]  and how we went to church and what they ate.
[01:36:13.400 --> 01:36:16.400]  I was frustrated and I let the devil come and get me.
[01:36:16.400 --> 01:36:18.400]  I let the devil pull me in.
[01:36:18.400 --> 01:36:21.400]  Next thing you know, I'm at, I'm at New Year's Eve parties
[01:36:21.400 --> 01:36:23.400]  having threesomes.
[01:36:23.400 --> 01:36:26.400]  I'm like, God was so mad at me.
[01:36:26.400 --> 01:36:28.400]  He said, I empowered you.
[01:36:28.400 --> 01:36:31.400]  I gave you every skill set.
[01:36:31.400 --> 01:36:32.400]  You're like Moses.
[01:36:32.400 --> 01:36:35.400]  You saved Caesar's life in battle twice.
[01:36:35.400 --> 01:36:37.400]  You know, you might stutter.
[01:36:37.400 --> 01:36:40.400]  You might not be the best communicator, but you're a leader.
[01:36:40.400 --> 01:36:41.400]  Yeah.
[01:36:41.400 --> 01:36:42.400]  And you're down there.
[01:36:42.400 --> 01:36:43.400]  You're not representing me.
[01:36:43.400 --> 01:36:46.400]  You're drinking, you're having sex.
[01:36:46.400 --> 01:36:47.400]  And you know what?
[01:36:47.400 --> 01:36:49.400]  And God, he waited on me.
[01:36:49.400 --> 01:36:52.400]  He let me go, you know, eight months into the year,
[01:36:52.400 --> 01:36:56.400]  but it wasn't until I bragged about serving Satan
[01:36:56.400 --> 01:36:58.400]  with the actions that God said,
[01:36:58.400 --> 01:37:01.400]  I got to set you back now and set you straight.
[01:37:01.400 --> 01:37:04.400]  And then, so we're moving my school,
[01:37:04.400 --> 01:37:08.400]  we're moving the Donda theology engineering university
[01:37:08.400 --> 01:37:09.400]  into a church.
[01:37:09.400 --> 01:37:12.400]  And we were there talking with the pastor
[01:37:12.400 --> 01:37:14.400]  and then a homeless gentleman came in
[01:37:14.400 --> 01:37:15.400]  and was talking to us.
[01:37:15.400 --> 01:37:17.400]  And I said, is this a plant?
[01:37:17.400 --> 01:37:19.400]  I don't know, but this was the greatest theologist
[01:37:19.400 --> 01:37:20.400]  that I've met.
[01:37:20.400 --> 01:37:22.400]  And I had him come to a Bible study.
[01:37:22.400 --> 01:37:25.400]  We were, we were working on the walk to the house.
[01:37:25.400 --> 01:37:27.400]  I don't like to call it a campaign.
[01:37:27.400 --> 01:37:28.400]  We're working to the walk to the house.
[01:37:28.400 --> 01:37:29.400]  Yeah, hold on.
[01:37:29.400 --> 01:37:31.400]  This is a hard break at the end of the hour.
[01:37:31.400 --> 01:37:32.400]  Stations rejoin us.
[01:37:32.400 --> 01:37:33.400]  I skipped the other break.
[01:37:33.400 --> 01:37:34.400]  We got to have this.
[01:37:34.400 --> 01:37:35.400]  We're back in two minutes.
[01:37:35.400 --> 01:37:36.400]  We got to do this hard break.
[01:37:36.400 --> 01:37:37.400]  And I asked, do you want to put a website out
[01:37:37.400 --> 01:37:39.400]  where people can actually hear what you have to say?
[01:37:39.400 --> 01:37:40.400]  I want you to remind me what I'm saying
[01:37:40.400 --> 01:37:41.400]  so I can give this explanation.
[01:37:41.400 --> 01:37:43.400]  No, no, you told me on the phone the story.
[01:37:43.400 --> 01:37:45.400]  I need to tell the people though.
[01:37:45.400 --> 01:37:46.400]  No, no, you will.
[01:37:46.400 --> 01:37:47.400]  I'm going to remember.
[01:37:47.400 --> 01:37:48.400]  It's the amazing homeless guy comes in.
[01:37:48.400 --> 01:37:49.400]  Yeah.
[01:37:49.400 --> 01:37:50.400]  And he gives you this incredible word.
[01:37:50.400 --> 01:37:51.400]  I don't care about the website.
[01:37:51.400 --> 01:37:53.400]  I care about Jesus Christ and people knowing that.
[01:37:53.400 --> 01:37:54.400]  I get it.
[01:37:54.400 --> 01:37:55.400]  But they also got to know where to actually
[01:37:55.400 --> 01:37:56.400]  find what you're actually saying.
[01:37:56.400 --> 01:37:59.400]  What you need to find is in the Bible.
[01:37:59.400 --> 01:38:00.400]  My website is the Bible.
[01:38:00.400 --> 01:38:02.400]  Nick, where do people find what you're doing?
[01:38:02.400 --> 01:38:05.400]  Cozy.tv slash Nick and the Bible.
[01:38:05.400 --> 01:38:06.400]  All right.
[01:38:06.400 --> 01:38:07.400]  All right.
[01:38:07.400 --> 01:38:08.400]  I'm just trying to like, all right.
[01:38:08.400 --> 01:38:09.400]  Hey, it's all about free speech.
[01:38:09.400 --> 01:38:10.400]  We'll be right back.
[01:38:10.400 --> 01:38:12.400]  Hour number three with yay and so many more.
[01:38:12.400 --> 01:38:15.400]  And we've got Owen Schreuer and Ollie Alexander
[01:38:15.400 --> 01:38:17.400]  loaded ready to go in the other studio.
[01:38:17.400 --> 01:38:18.400]  10 feet through that wall.
[01:38:18.400 --> 01:38:21.400]  So they're coming up hour number three
[01:38:21.400 --> 01:38:28.400]  with the most band broadcast in the world straight ahead.
[01:38:28.400 --> 01:38:35.400]  Thanksgiving 2022 is here.
[01:38:35.400 --> 01:38:38.400]  We've got the biggest sale of the year going right now.
[01:38:38.400 --> 01:38:41.400]  Now the good news is I'm going to extend this sale
[01:38:41.400 --> 01:38:44.400]  up to 60% off right through Christmas.
[01:38:44.400 --> 01:38:47.400]  The bad news is by Christmas almost every product
[01:38:47.400 --> 01:38:48.400]  in the store will be sold out.
[01:38:48.400 --> 01:38:50.400]  We won't get more for months and months and months.
[01:38:50.400 --> 01:38:53.400]  So now is the time to take action to support the Info War
[01:38:53.400 --> 01:38:55.400]  and get the biggest sales of the year.
[01:38:55.400 --> 01:38:58.400]  We've already sold out of X2 and X3 and Biotru Selenium
[01:38:58.400 --> 01:39:00.400]  and our Wake Up America award-winning coffee.
[01:39:00.400 --> 01:39:03.400]  And now DNA Force Plus, Vitamemeral Fusion,
[01:39:03.400 --> 01:39:05.400]  Body's Ultimate Turmeric Formula.
[01:39:05.400 --> 01:39:08.400]  So many other great products like Ultimate Crill Oil,
[01:39:08.400 --> 01:39:11.400]  Ultimate Fish Oil, Vaso Beats, Secret 12.
[01:39:11.400 --> 01:39:14.400]  They are all going to sell out in the next few weeks
[01:39:14.400 --> 01:39:16.400]  or in the next month.
[01:39:16.400 --> 01:39:18.400]  Again, more stuff is going to sell out today.
[01:39:18.400 --> 01:39:21.400]  So every hour you wait, more stuff will be sold out
[01:39:21.400 --> 01:39:22.400]  at infowarstore.com.
[01:39:22.400 --> 01:39:26.400]  Chromo code 1776 and you get an additional 10% off
[01:39:26.400 --> 01:39:29.400]  the already giant savings at infowarstore.com.
[01:39:29.400 --> 01:39:58.400]  Thank you so much for your support. God bless.
[01:39:58.400 --> 01:40:02.400]  Alex Jones is playing a character and is a performance artist.
[01:40:02.400 --> 01:40:05.400]  Jones is playing a character on his radio show.
[01:40:05.400 --> 01:40:10.400]  The radio rants of Alex Jones are just an act.
[01:40:10.400 --> 01:40:12.400]  He's actually a performance artist.
[01:40:12.400 --> 01:40:14.400]  He's a performance artist.
[01:40:14.400 --> 01:40:16.400]  Alex Jones is a fake.
[01:40:16.400 --> 01:40:20.400]  They're lying to you because they think you're stupid
[01:40:20.400 --> 01:40:23.400]  and it's all based on a custody battle with my ex-wife
[01:40:23.400 --> 01:40:26.400]  five years ago and she was trying to put into evidence
[01:40:26.400 --> 01:40:29.400]  to be dressed up more than a decade before like the Joker.
[01:40:29.400 --> 01:40:32.400]  Being sarcastic saying, take your Prozac kids,
[01:40:32.400 --> 01:40:35.400]  take your illegal drugs too, you'll die, it's fun,
[01:40:35.400 --> 01:40:38.400]  so people wouldn't take drugs.
[01:40:38.400 --> 01:40:40.400]  And they wanted to enter that in evidence.
[01:40:40.400 --> 01:40:42.400]  They look, he's insane telling kids to use drugs.
[01:40:42.400 --> 01:40:45.400]  And my lawyer went, when Jack Nicholson plays the part
[01:40:45.400 --> 01:40:48.400]  of the Joker, no one thinks that's really Jack Nicholson.
[01:40:48.400 --> 01:40:51.400]  So yeah, when I've been Cobra Commander.
[01:40:51.400 --> 01:40:53.400]  Hail Cobra!
[01:40:53.400 --> 01:40:54.400]  Or Optimus Prime.
[01:40:54.400 --> 01:40:56.400]  Come on, so let's roll.
[01:40:56.400 --> 01:40:58.400]  Or the Joker, because I can do imitations of them all,
[01:40:58.400 --> 01:40:59.400]  really good.
[01:40:59.400 --> 01:41:00.400]  Or Darth Vader.
[01:41:00.400 --> 01:41:03.400]  Don't act so surprised, globalist.
[01:41:03.400 --> 01:41:07.400]  You didn't think you could silence the American people, did you?
[01:41:07.400 --> 01:41:09.400]  Do I really think I'm Darth Vader?
[01:41:09.400 --> 01:41:10.400]  No.
[01:41:10.400 --> 01:41:12.400]  Do I think I'm Optimus Prime?
[01:41:12.400 --> 01:41:14.400]  Cobra Commander, the Joker, no.
[01:41:14.400 --> 01:41:17.400]  And clearly, no reasonable person would think
[01:41:17.400 --> 01:41:20.400]  when I'm doing satire that what I'm saying
[01:41:20.400 --> 01:41:22.400]  is what I really think.
[01:41:22.400 --> 01:41:25.400]  It's not trying to lie to you, it's being sarcastic.
[01:41:25.400 --> 01:41:27.400]  By the Vaccinate Meow Moodle today.
[01:41:27.400 --> 01:41:29.400]  It's required by the CDC.
[01:41:29.400 --> 01:41:31.400]  But they play those games.
[01:41:31.400 --> 01:41:34.400]  And that's why I don't joke around as much as I used to.
[01:41:34.400 --> 01:41:37.400]  Even though I tell people, okay, this is a joke, this isn't serious.
[01:41:37.400 --> 01:41:43.400]  They clip it out and they say, no, this is what he really believes.
[01:41:43.400 --> 01:41:45.400]  Every day when I leave work, I do this.
[01:41:45.400 --> 01:41:47.400]  That man's a threat to this country.
[01:41:47.400 --> 01:41:49.400]  And they go, look, he admitted in court, he's an actor.
[01:41:49.400 --> 01:41:52.400]  Well, yeah, I was an actor in Scanner Darkly.
[01:41:52.400 --> 01:41:54.400]  I was an actor in Waking Life.
[01:41:54.400 --> 01:41:57.400]  I was an actor when I was Cobra Commander.
[01:41:57.400 --> 01:42:02.400]  But it doesn't mean that Alex Jones, the talk show host,
[01:42:02.400 --> 01:42:06.400]  up here reading news articles to you isn't a real thing
[01:42:06.400 --> 01:42:08.400]  and isn't something I'm actually saying.
[01:42:08.400 --> 01:42:09.400]  And you know that.
[01:42:09.400 --> 01:42:10.400]  You're insulted right now.
[01:42:10.400 --> 01:42:12.400]  I'm even explaining that to you.
[01:42:12.400 --> 01:42:13.400]  And so am I.
[01:42:13.400 --> 01:42:16.400]  But that's who these people are.
[01:42:16.400 --> 01:42:20.400]  You don't know the power of the dark side.
