[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[02:13:19.367 --> 02:13:22.449]  They're losing their power.
[02:13:22.449 --> 02:13:27.994]  But in their death throes, our inaction could let them grab victory from the jaws of defeat.
[02:13:30.134 --> 02:13:35.635]  Let's go ahead and uh, Alicia, do you have any comments or questions about that or any statements?
[02:13:35.635 --> 02:13:50.739]  Um, well actually yeah, um, you mentioned the like power of, you know, God and um, we used to be like very atheist and it's like just this past year I really have felt like, like
[02:13:51.426 --> 02:14:00.059]  We really turned to Christ, and it's made our lives so much better despite the fact that we're losing family members, but they were really toxic to begin with, so it's kind of...
[02:14:00.686 --> 02:14:03.949]  It's sad, but it's a really good thing, and we're really happy.
[02:14:03.949 --> 02:14:10.894]  And again, other people who pray to these other gods, they'll tell you, all over the world, the occult doesn't care about Buddha, doesn't care about this or that, it cares about Christ.
[02:14:10.894 --> 02:14:12.956]  I mean, it's a real energy field.
[02:14:12.956 --> 02:14:14.357]  I mean, what happened?
[02:14:14.357 --> 02:14:15.799]  I mean, spend a minute or two.
[02:14:15.799 --> 02:14:18.040]  The process and what started happening?
[02:14:18.040 --> 02:14:21.403]  Because what happens when you're starting to turn away from the world and the devil, like there's a block.
[02:14:21.403 --> 02:14:23.365]  You feel God's there, but you're not getting to God.
[02:14:23.365 --> 02:14:29.470]  But as soon as it starts coming through, it gets more and stronger and stronger, and then suddenly a dam breaks, the Holy Spirit hits you,
[02:14:29.850 --> 02:14:32.631]  I mean, have you experienced that yet?
[02:14:32.631 --> 02:14:36.833]  Yeah, actually we were just feeling like we were missing something in our life.
[02:14:36.833 --> 02:14:47.137]  Like, we didn't know what and we started kind of exploring and there were people on my side of the family that were like, you need to open your heart to Christ.
[02:14:47.137 --> 02:14:52.720]  And that means, you know, just asking Him and not opening your heart.
[02:14:52.720 --> 02:14:54.261]  You're not going to get an answer.
[02:14:54.261 --> 02:14:56.401]  You have to open your heart and open your mind
[02:14:57.844 --> 02:14:58.004]  No.
[02:15:09.172 --> 02:15:12.014]  Well, it's gonna get a lot better, but a lot of the churches are corrupt.
[02:15:12.014 --> 02:15:16.717]  The devil sends his people in there to do bad things to you, to turn you off to Christ.
[02:15:16.717 --> 02:15:17.517]  That's not Christ.
[02:15:17.517 --> 02:15:19.419]  Christ talked about that extensively.
[02:15:19.419 --> 02:15:22.921]  Just go directly to God, and it just gets stronger, it just gets better.
[02:15:22.921 --> 02:15:28.745]  And the enemy knows that, and Christ's spirit's coming into the planet so strong right now, that's why they're so scared.
[02:15:28.745 --> 02:15:34.649]  That's why the globalists are going crazy, trying to bully us into submitting to them, but it's not going to happen.
[02:15:34.649 --> 02:15:35.850]  This is an amazing thing.
[02:15:35.850 --> 02:15:36.730]  God bless you, Alicia.
[02:15:36.730 --> 02:15:37.711]  Thank you for your testimony.
[02:15:38.591 --> 02:15:43.456]  You're gonna find the false Christ in most of these churches, but you're gonna find the real Christ in your heart when you open it up.
[02:15:43.456 --> 02:15:50.563]  But they have demon books on conjuring demons for elementary students now sold at Walmart, so they open their heart to the devil.
[02:15:50.563 --> 02:15:51.965]  That is so dangerous.
[02:15:51.965 --> 02:15:53.506]  You open your heart to the devil, he comes in too.
[02:15:53.506 --> 02:15:53.847]  He's real.
[02:15:55.327 --> 02:15:57.990]  Attention GCN self-reliance listeners.
[02:15:57.990 --> 02:16:06.517]  If you've ever wanted an emergency solar survival backup system but were waiting for prices too crazy to pass up, this will be the most important message you'll ever hear.
[02:16:06.517 --> 02:16:13.404]  Bill Hyde here and I want to tell you about a huge sale with historically low prices on our PPX microgrid system that's going to let you produce an
[02:16:13.544 --> 02:16:13.884]  I don't know.
[02:16:36.767 --> 02:16:37.968]  I'm Dan Pilla.
[02:16:56.215 --> 02:17:00.138]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[02:17:00.138 --> 02:17:01.679]  I sued the IRS and won.
[02:17:01.679 --> 02:17:04.641]  I beat the IRS then, and I've been beating them ever since.
[02:17:04.641 --> 02:17:10.204]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[02:17:10.204 --> 02:17:11.405]  I can help you, too.
[02:17:11.405 --> 02:17:14.347]  If you owe taxes you can't pay, don't wait another day.
[02:17:14.347 --> 02:17:16.569]  There's no such thing as a hopeless tax case.
[02:17:16.569 --> 02:17:21.012]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[02:17:21.012 --> 02:17:22.693]  That's DanPilla.com.
[02:17:22.693 --> 02:17:23.293]  DanPilla.com.
[02:17:24.614 --> 02:17:27.255]  Hunters, anglers, campers and survivalists.
[02:17:27.255 --> 02:17:28.356]  Get back to nature.
[02:17:28.356 --> 02:17:35.658]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:17:35.658 --> 02:17:39.080]  Slingbow products are compact and models start from just $17.98.
[02:17:39.080 --> 02:17:42.641]  They're perfect for your bug out bag or storing in your vehicle.
[02:17:42.641 --> 02:17:46.803]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:17:46.803 --> 02:17:51.385]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:17:51.385 --> 02:17:54.046]  Feel the thrill only at slingbow.com.
[02:17:57.959 --> 02:18:01.422]  A question was once posed to Thomas Jefferson.
[02:18:01.422 --> 02:18:09.267]  What is the level of tyranny that a tyrant will take humanity to?
[02:18:09.267 --> 02:18:10.208]  How far will they go?
[02:18:10.208 --> 02:18:11.289]  What's their limit?
[02:18:11.289 --> 02:18:18.093]  And he said it is the limit to which other men and women will submit.
[02:18:18.093 --> 02:18:21.476]  The answer is there is no limit to evil.
[02:18:21.476 --> 02:18:23.037]  It is a bottomless pit.
[02:18:24.406 --> 02:18:29.813]  We've been taught in modern culture and society that evil doesn't exist.
[02:18:29.813 --> 02:18:32.997]  Or that there's no free will, there's no devil or the god.
[02:18:32.997 --> 02:18:42.508]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like.
[02:18:43.129 --> 02:18:47.371]  They just don't want us to have any values so they can run over us.
[02:18:47.371 --> 02:18:49.312]  Oxford's banned clapping.
[02:18:49.312 --> 02:18:50.332]  Universities in the U.S.
[02:18:50.332 --> 02:18:52.693]  have banned 21-gun salutes for veterans.
[02:18:52.693 --> 02:18:56.255]  These people are dangerous cult leaders and it's time to reject them.
[02:18:56.255 --> 02:18:57.855]  Infowarsstore.com.
[02:18:57.855 --> 02:19:04.138]  We have a new product and we got several thousand of these in and they're gonna sell out in a few days at the rate we're selling them.
[02:19:04.138 --> 02:19:08.800]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste.
[02:19:09.780 --> 02:19:15.943]  And it doesn't compete with super blue that's four to five a colloidal silver and iodine and fluoride free.
[02:19:15.943 --> 02:19:17.704]  The adult or the children's.
[02:19:17.704 --> 02:19:21.265]  These are both excellent toothpaste concentrates that don't have fillers.
[02:19:21.265 --> 02:19:22.166]  People love it.
[02:19:22.166 --> 02:19:30.290]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[02:19:31.030 --> 02:19:33.811]  Then it has the patented silver saw.
[02:19:33.811 --> 02:19:36.512]  Silver in it to knock out the bacteria that cause gingivitis.
[02:19:36.512 --> 02:19:37.333]  This is all proven.
[02:19:37.333 --> 02:19:38.873]  You can make claims with this.
[02:19:38.873 --> 02:19:50.058]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[02:19:50.058 --> 02:19:51.419]  So, we're really proud of it.
[02:19:51.419 --> 02:19:52.359]  It funds the operation.
[02:19:52.359 --> 02:19:54.060]  InfoWarsTore.com.
[02:19:54.060 --> 02:19:55.701]  That's why we're still on air thanks to you!
[02:19:59.281 --> 02:20:09.227]  You're listening to the Alex Jones Show.
[02:20:09.227 --> 02:20:17.452]  We are electrochemical transceivers and disinformation.
[02:20:17.452 --> 02:20:21.414]  It's Alex Jones.
[02:20:21.414 --> 02:20:21.995]  We are
[02:20:23.490 --> 02:20:26.812]  Electrochemical transceivers.
[02:20:26.812 --> 02:20:30.413]  We receive and we transmit.
[02:20:30.413 --> 02:20:31.334]  That's been proven now.
[02:20:31.334 --> 02:20:38.017]  Every cell receives and transmits a signal.
[02:20:38.017 --> 02:20:50.964]  The Globalists, a name for the forces of Satan, are literally, with chemicals, biologicals, and then with words and actions and programming, with their lexicon of syntax,
[02:20:52.228 --> 02:20:58.052]  ...are attempting to jam the transmission with their transmission.
[02:20:58.052 --> 02:21:00.853]  But through these different levels, we're able to understand it.
[02:21:00.853 --> 02:21:05.556]  And even though they're jamming, it's more intense.
[02:21:05.556 --> 02:21:12.980]  The background radiation of God's transmission is strong, but it doesn't force its way.
[02:21:12.980 --> 02:21:14.701]  The enemy forces its way in.
[02:21:14.701 --> 02:21:18.724]  But once you're aware of that, you can then, with your will, your consciousness,
[02:21:19.824 --> 02:21:20.665]  That's free will.
[02:21:20.665 --> 02:21:22.746]  Tune to the channel.
[02:21:22.746 --> 02:21:28.331]  Even if you're in solitary confinement being tortured, you can tune that out and tune right to Christ.
[02:21:28.331 --> 02:21:30.032]  And that's the secret.
[02:21:30.032 --> 02:21:31.734]  They train you to think third-dimensional.
[02:21:31.734 --> 02:21:46.886]  You've got to go to a church, you've got to go to a leader, a priest, who then, on average, is a Satanist, who is there to get control of you and make you think that you found Christ, so they can mislead you so you turn against Christ and don't believe in Christ.
[02:21:46.886 --> 02:21:48.007]  That's the devil's biggest trick.
[02:21:48.007 --> 02:21:48.507]  And I would say,
[02:21:49.719 --> 02:21:53.620]  Eighty percent of the churches in the world now, in big industrialized areas, are globalist-run.
[02:21:53.620 --> 02:21:56.381]  World Council of Churches, run by the Rockefellers.
[02:21:56.381 --> 02:22:00.402]  And they're either worldly, or they're secret atheists or leftists who went to the seminary.
[02:22:00.402 --> 02:22:01.762]  That's all been admitted.
[02:22:01.762 --> 02:22:03.383]  But then the higher-up ones are Satanists.
[02:22:03.383 --> 02:22:05.043]  People like the Pope and his deputy Pope.
[02:22:05.043 --> 02:22:05.804]  They're not Catholics.
[02:22:05.804 --> 02:22:07.344]  They're not Christians.
[02:22:07.344 --> 02:22:08.964]  And that's their plan.
[02:22:08.964 --> 02:22:10.025]  That's how they mislead you.
[02:22:10.025 --> 02:22:14.406]  And Christ spent most of his time looking at the Pharisees and saying, they're the ones misleading you.
[02:22:14.406 --> 02:22:16.486]  They're not the real leaders.
[02:22:16.486 --> 02:22:17.867]  They are the synagogue of Satan.
[02:22:18.826 --> 02:22:20.388]  Synagogue just means church.
[02:22:20.388 --> 02:22:24.212]  And so that happens in any of these systems where you try to get to God.
[02:22:24.212 --> 02:22:25.293]  There are real synagogues.
[02:22:25.293 --> 02:22:27.175]  There are just many of them that are Church of Satan.
[02:22:27.175 --> 02:22:30.198]  There are many churches, just many of them are the Church of Satan.
[02:22:30.198 --> 02:22:32.701]  So, you'll think, oh, that's an anti-Semitic thing in the Bible.
[02:22:32.701 --> 02:22:34.363]  No, Jesus was Jewish.
[02:22:34.363 --> 02:22:35.884]  He's saying, that's not a real synagogue.
[02:22:35.884 --> 02:22:36.985]  That's a synagogue of Satan.
[02:22:36.985 --> 02:22:38.247]  Went in with a whip, started beating him.
[02:22:39.462 --> 02:22:45.383]  Because they weren't teaching about God, they were teaching about rules and things, and making themselves God, and nickel and dime and people.
[02:22:45.383 --> 02:22:46.164]  I'm preaching.
[02:22:46.164 --> 02:22:48.864]  I apologize, Savannah Hernandez is here.
[02:22:48.864 --> 02:22:58.927]  And man, she went out to the Trump-Tim Cook kissy-kiss fest, and I'm glad a factory's coming here, and Trump's doing a good job on that front, but he should have, you know, told Tim Cook, knock off the censorship.
[02:22:58.927 --> 02:23:00.267]  You were there, you got physically attacked.
[02:23:00.267 --> 02:23:01.968]  We're going to play some of these amazing clips.
[02:23:01.968 --> 02:23:02.828]  These have gone viral.
[02:23:02.828 --> 02:23:04.068]  Paul Watson wrote about it, tweeted about it.
[02:23:04.068 --> 02:23:05.328]  I mean, they're going viral.
[02:23:05.328 --> 02:23:06.849]  Hundreds of thousands of views just this morning.
[02:23:07.589 --> 02:23:08.389]  Of these people.
[02:23:08.389 --> 02:23:09.150]  Tell them what happened.
[02:23:09.150 --> 02:23:10.190]  There's two different videos we're going to play.
[02:23:10.190 --> 02:23:11.670]  This is amazing.
[02:23:11.670 --> 02:23:15.452]  Well, like you said, I got attacked a lot by Antifa members that were there.
[02:23:15.452 --> 02:23:17.512]  They were trying to follow you as soon as you got there.
[02:23:17.512 --> 02:23:19.433]  So we went and we were following them.
[02:23:19.433 --> 02:23:20.353]  They attacked us.
[02:23:20.353 --> 02:23:24.535]  Several people who were trying to interview attacked us.
[02:23:24.535 --> 02:23:26.295]  I went out with a MAGA hat and I was holding it.
[02:23:26.295 --> 02:23:27.996]  I was just asking people, what does it mean to you?
[02:23:27.996 --> 02:23:28.956]  What does it symbolize?
[02:23:28.956 --> 02:23:31.117]  I wasn't even wearing it, just holding it and showing it to them.
[02:23:31.117 --> 02:23:32.797]  People were trying to rip it out of my hand.
[02:23:32.797 --> 02:23:34.338]  They're getting really aggressive.
[02:23:34.878 --> 02:23:39.480]  And of course I wanted to ask them, well, why are you so upset?
[02:23:39.480 --> 02:23:50.624]  What really brought you, what was the one thing that President Trump said or did that brought you to really feel this way and make you this angry that you had to take the whole day off of work to come and protest this?
[02:23:50.624 --> 02:24:00.067]  And I went around and either people wouldn't talk to me or they had zero response at all, which was not shocking, but if you're going to be at a protest, maybe know why you're there.
[02:24:00.067 --> 02:24:02.128]  And this is the huge takeaway.
[02:24:03.004 --> 02:24:08.127]  You are a smart, perky, attractive young woman.
[02:24:08.127 --> 02:24:13.129]  So whether you're a man, a woman, a child, we're biologically geared, an attractive, young, nice, sweet woman.
[02:24:13.129 --> 02:24:14.070]  Everybody likes that, right?
[02:24:14.070 --> 02:24:17.271]  That's like the helper in society, the good thing in the world.
[02:24:17.271 --> 02:24:19.392]  What we protect, what we like.
[02:24:19.392 --> 02:24:21.973]  She had an Action 7 mic.
[02:24:21.973 --> 02:24:22.794]  She was acting nice.
[02:24:22.794 --> 02:24:25.935]  They didn't know who she was and they were hateful little ignorant demons.
[02:24:25.935 --> 02:24:26.436]  You understand?
[02:24:27.492 --> 02:24:32.316]  So they're hateful to a woman saying, okay, how's Trump bad at this and that.
[02:24:32.316 --> 02:24:37.881]  They didn't even know who it was, and they were gibbering morons, and also attacked you.
[02:24:37.881 --> 02:24:43.065]  I mean, these people are, these people, you can take a horse to water, you can't make it drink.
[02:24:43.939 --> 02:24:51.125]  Yeah, and again, I don't understand why they were so angry at me, because I wasn't going over there telling them, oh, you're dumb, you're an idiot, you're stupid, why are you here?
[02:24:51.125 --> 02:24:55.409]  I was simply like, hey, explain your sign to me, tell me why you're here, what are we upset about today?
[02:24:55.409 --> 02:25:00.933]  No one can explain it, and then, of course, it goes around like, oh, she's with InfoWars, she's bad, don't talk to her, don't talk to her.
[02:25:01.994 --> 02:25:02.454]  I don't know.
[02:25:23.854 --> 02:25:25.055]  This girl can talk, can't she?
[02:25:25.055 --> 02:25:25.715]  Way better than I can.
[02:25:25.715 --> 02:25:27.956]  That's why we're going to get her on the show, if she'll do it.
[02:25:27.956 --> 02:25:28.557]  I'm trying, folks.
[02:25:28.557 --> 02:25:29.017]  I'm pushing her.
[02:25:29.017 --> 02:25:30.238]  Maybe soon.
[02:25:30.238 --> 02:25:33.699]  But Savannah, you just said it again right there.
[02:25:33.699 --> 02:25:38.142]  They not only won't talk to you, they try to stop others from talking, unless you're the approved group.
[02:25:38.142 --> 02:25:39.563]  They're so hive-minded.
[02:25:39.563 --> 02:25:44.465]  There's a couple hundred of them out there, and they would say, I'm sorry, I can't talk.
[02:25:44.465 --> 02:25:45.286]  They're like zombies.
[02:25:45.717 --> 02:25:50.582]  And I understand being put on the spot as well, because, you know, okay, there's a camera in front of my face, I get nervous.
[02:25:50.582 --> 02:25:57.028]  But when push comes to shove, if I was at a Hillary Clinton protest, and someone came and asked me, why are you protesting Hillary Clinton?
[02:25:57.028 --> 02:25:59.490]  I would say, it's because she called black people super predators.
[02:25:59.490 --> 02:26:01.292]  It's because she's done so many bad things.
[02:26:01.292 --> 02:26:04.295]  I would at least have one point, this is why I'm here.
[02:26:04.295 --> 02:26:05.556]  But again, no point.
[02:26:05.556 --> 02:26:07.858]  Benghazi, servers, the death list.
[02:26:08.499 --> 02:26:18.687]  But they can't list one thing off about Trump and I'm just like, you guys sit here all day long and the media spends every single waking moment reporting on why he's bad and you can't tell me one thing.
[02:26:18.687 --> 02:26:19.848]  Just one.
[02:26:19.848 --> 02:26:20.749]  Just one.
[02:26:20.749 --> 02:26:21.370]  Nothing.
[02:26:21.370 --> 02:26:22.971]  And they can't do it anywhere in the country.
[02:26:23.837 --> 02:26:25.517]  Yeah, it's really interesting.
[02:26:25.517 --> 02:26:26.838]  Well, it's not interesting, I guess.
[02:26:26.838 --> 02:26:31.459]  They don't even say he's racist anymore, or he likes David Duke.
[02:26:31.459 --> 02:26:31.879]  None of that's true.
[02:26:31.879 --> 02:26:40.762]  Because it's come out now that Obama, again, and I said this in my video as well, at this point in his presidency, he deported double the amount of people that Trump currently has.
[02:26:40.762 --> 02:26:43.783]  And so you bring that up and they're just like, well, I wasn't following politics.
[02:26:43.783 --> 02:26:44.783]  That's their new thing that they say.
[02:26:44.783 --> 02:26:46.404]  Well, I wasn't following politics back then.
[02:26:46.404 --> 02:26:47.524]  We need to focus on the present.
[02:26:48.064 --> 02:26:51.865]  And I'm like, okay, well, why weren't you focused on, did you not care about it back then?
[02:26:51.865 --> 02:26:53.386]  Why is it so different now?
[02:26:53.386 --> 02:26:57.968]  If you care about it now, then why can't you denounce it when it happened back then?
[02:26:57.968 --> 02:27:00.248]  We'll play those clips when we come back, and you'll ride shotgun with us.
[02:27:00.248 --> 02:27:05.650]  Then we'll talk to the Proud Boys that have done some nice trolling of Fredo.
[02:27:05.650 --> 02:27:07.291]  Fredo Cuomo.
[02:27:07.291 --> 02:27:10.232]  Of course, he also said that that's an attack on Italian-Americans.
[02:27:10.232 --> 02:27:13.593]  When you say Fredo, no, the Italians came up with it and wrote the book.
[02:27:13.593 --> 02:27:14.914]  It's the name for a dumbass.
[02:27:15.794 --> 02:27:21.237]  And I guess Mario Puzo explained what it meant before he died in a Larry King interview that I saw.
[02:27:21.237 --> 02:27:24.860]  And he said, no, that's a term we had in our neighborhood.
[02:27:24.860 --> 02:27:27.261]  We call people Fredos that are dumb.
[02:27:27.261 --> 02:27:31.283]  So the Italians came up with Fredo, you dumb Fredo.
[02:27:31.283 --> 02:27:31.964]  We'll talk about that.
[02:27:31.964 --> 02:27:34.365]  And then there's the other clip, too, we're going to get into.
[02:27:34.365 --> 02:27:38.988]  I mean, these people are just so whacked out and I don't feel empowered that they're so stupid.
[02:27:38.988 --> 02:27:41.770]  I feel scared because this is a dangerous group of lemmings.
[02:27:42.711 --> 02:27:47.013]  Yeah, I wanted to see, too, who our voters are in 2020.
[02:27:47.013 --> 02:27:50.655]  And I asked a lot of them as well, you know, who's your candidate for 2020?
[02:27:50.655 --> 02:27:51.615]  Nobody knows.
[02:27:51.615 --> 02:27:53.156]  No one even knows why they hate Trump.
[02:27:53.156 --> 02:27:54.397]  No one knows anything out here.
[02:27:54.397 --> 02:27:56.438]  And it's just, it's really funny.
[02:27:56.438 --> 02:27:58.559]  It's easy man on the streets for me.
[02:27:58.559 --> 02:27:59.259]  Good content.
[02:27:59.259 --> 02:28:00.360]  No one knows what they're talking about.
[02:28:00.360 --> 02:28:01.080]  What is it like, though?
[02:28:01.080 --> 02:28:04.702]  Because I remember three, four years ago, we'd show people that were mindless at rallies.
[02:28:04.702 --> 02:28:06.363]  They'd say, oh, they're cherry picking.
[02:28:06.363 --> 02:28:09.664]  Now even the mainstream media goes, OK, just don't show our people.
[02:28:09.664 --> 02:28:11.005]  They know we're not cherry picking.
[02:28:11.565 --> 02:28:12.365]  I mean, it's scary.
[02:28:12.365 --> 02:28:16.527]  I mean, you go out to one of these events, these literally look like the living dead.
[02:28:16.527 --> 02:28:20.648]  And again, I'm so against whenever anyone says, oh, you cherry pick your videos.
[02:28:20.648 --> 02:28:29.991]  And it's not cherry picking because either no one's going to talk to me or they're not, when they do talk to me, they have no reason as to why they're actually protesting.
[02:28:29.991 --> 02:28:36.693]  So I think the people who don't want to talk to me are just smart enough to say, well, I really don't have any coherent thought and I don't know why I'm here.
[02:28:36.693 --> 02:28:38.733]  So I'm not going to make myself look like a fool.
[02:28:38.733 --> 02:28:40.594]  I have to repent for something when we come back.
[02:28:41.434 --> 02:28:42.795]  I mean seriously, this is serious.
[02:28:42.795 --> 02:28:50.262]  I've been thinking about this a lot and God's layered upon my heart that I should talk about this on air so we can all repent of it and think about what we really should do and what the right thing to do is.
[02:28:50.262 --> 02:28:52.924]  It's not good to make fun of these people even though it's fun.
[02:28:52.924 --> 02:28:53.545]  It's not good.
[02:28:53.545 --> 02:28:54.566]  We'll be right back.
[02:28:55.313 --> 02:29:06.502]  Attention GCN self-reliance listeners, if you've ever wanted an emergency solar survival backup system but were waiting for prices too crazy to pass up, this will be the most important message you'll ever hear.
[02:29:06.502 --> 02:29:13.387]  Bill Hyde here and I want to tell you about a huge sale with historically low prices on our PPX microgrid system that's going to let you produce an
[02:29:13.627 --> 02:29:14.047]  I don't know.
[02:29:36.773 --> 02:29:38.954]  The globalists know that I will never willingly give up.
[02:29:38.954 --> 02:29:41.075]  I've said it many times, I will never give in.
[02:30:04.349 --> 02:30:07.691]  I will never give up, but I could give out.
[02:30:07.691 --> 02:30:21.641]  And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this, and to know that most Americans have already been silenced in cyberspace.
[02:30:21.641 --> 02:30:25.824]  That most Americans have already been shadow banned by big tech.
[02:30:25.824 --> 02:30:31.328]  And to know that most Americans feel powerless and don't realize how much power they have
[02:30:32.130 --> 02:30:37.833]  By spreading the word about NewsWars.com, InfoWars.com, and Ban.Video.
[02:30:37.833 --> 02:30:40.595]  And that people are hungry for the truth now more than ever.
[02:30:40.595 --> 02:30:48.019]  And that if you tell people, hey, the banned truth they don't want you to have is at InfoWars.com forward slash show and Ban.Video.
[02:30:48.559 --> 02:30:50.000]  So, take heart, folks.
[02:30:50.000 --> 02:30:56.102]  They've had to censor everybody and shut everybody down because the truth is powerful and they can't beat us fair and square.
[02:30:56.102 --> 02:30:59.303]  Major report out of major university.
[02:30:59.303 --> 02:31:03.385]  Researchers working on food-based treatment to slow-aging science daily.
[02:31:03.385 --> 02:31:10.868]  Probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[02:31:10.868 --> 02:31:11.988]  We have the very best formula.
[02:31:12.188 --> 02:31:14.610]  Literally, with what they even mention in the studies.
[02:31:14.610 --> 02:31:18.753]  And it explains the hormone called FGF21.
[02:31:18.753 --> 02:31:20.014]  Pro-longevity.
[02:31:20.014 --> 02:31:21.475]  Heals the entire body.
[02:31:21.475 --> 02:31:23.157]  And actually reverses aging.
[02:31:23.157 --> 02:31:26.279]  But is only made in the lower intestine.
[02:31:26.279 --> 02:31:27.380]  Oh, and what does it say?
[02:31:27.380 --> 02:31:32.584]  It's fiber from a spectrum of certain types of berries that grows this.
[02:31:32.584 --> 02:31:33.745]  And yes, this is a plug.
[02:31:33.745 --> 02:31:34.525]  Gut fusion.
[02:31:34.525 --> 02:31:35.346]  And what do we have?
[02:31:35.606 --> 02:31:37.267]  I spend a lot of time
[02:31:59.207 --> 02:32:05.813]  Reminding the Info Wars family of listeners and viewers that without you, we won't be on the air.
[02:32:05.813 --> 02:32:07.775]  And I spent a lot of time thanking you.
[02:32:07.775 --> 02:32:15.161]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern Paul Revere's.
[02:32:15.161 --> 02:32:17.924]  But something I should spend more time on is just
[02:32:18.524 --> 02:32:22.625]  Reminding you that these products are really amazing.
[02:32:22.625 --> 02:32:31.468]  You've got that pledge from me, but you've seen the third-party tests out there, the air filtration, the water filtration, the supplements, are all the very best you're going to find out there.
[02:32:31.468 --> 02:32:36.010]  And you can't fund an operation anywhere else that's fighting the globalists.
[02:32:36.909 --> 02:32:38.631]  You're listening to the Alex Jones Show!
[02:33:14.182 --> 02:33:16.304]  Big Brother.
[02:33:16.304 --> 02:33:19.087]  Mainstream media.
[02:33:19.087 --> 02:33:21.669]  Government cover-ups.
[02:33:21.669 --> 02:33:23.591]  You want answers?
[02:33:23.591 --> 02:33:25.492]  Well, so does he.
[02:33:25.492 --> 02:33:31.998]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:33:31.998 --> 02:33:34.561]  I've been watching, and I've been waiting.
[02:33:36.823 --> 02:33:40.606]  And I tell you, we can get frustrated at the progress against globalism.
[02:33:40.606 --> 02:33:43.948]  People didn't even know what globalism was ten years ago.
[02:33:43.948 --> 02:33:46.270]  Now, it's global government.
[02:33:46.270 --> 02:33:48.231]  And if you don't like it, you're anti-Semitic.
[02:33:48.231 --> 02:33:55.876]  Why are they injecting stuff about Jews into global government that's got all sorts of globalists, or Chinese, or Jewish, or Christian, or Mexican.
[02:33:55.876 --> 02:34:00.740]  They're people that don't believe in nation states and want to work for global corporations and basically enslave people.
[02:34:00.740 --> 02:34:01.761]  But they're injecting that.
[02:34:01.761 --> 02:34:06.184]  There's a big article on Infowars.com with a video report by Greg Reese posted in it.
[02:34:07.549 --> 02:34:25.504]  Where we totally proved Fiona Hill perjured herself before Congress yesterday and said, I'm not a globalist, I've never worked for George Soros, and Roger Stone's a criminal, and Alex Jones is evil, and they're anti-Semitic.
[02:34:25.504 --> 02:34:26.765]  Now, we have them with this.
[02:34:27.816 --> 02:34:29.156]  And again, Gregg Reese has done a great report.
[02:34:29.156 --> 02:34:31.377]  I want to have that added to Watson's report.
[02:34:31.377 --> 02:34:33.178]  I'm going to ask everybody to get it out.
[02:34:33.178 --> 02:34:37.299]  Gregg Reese's report is like five minutes long and it's just all in there showing the perjury.
[02:34:37.299 --> 02:34:41.520]  She's the senior writer at theglobalist.com.
[02:34:41.520 --> 02:34:48.902]  She was the head chairperson on his main foundation and a top CFR member, the premier globalist organization.
[02:34:48.902 --> 02:34:52.143]  Again, it's like saying Adolf Hitler wasn't a member of the Nazi Party.
[02:34:53.729 --> 02:35:02.935]  Well, she's not the head, like Soros is the physical head, she's just like the deputy, so it's more like Deputy Führer Rudolf Hess.
[02:35:02.935 --> 02:35:05.276]  Or Heinrich Himmler.
[02:35:05.276 --> 02:35:13.702]  It's like saying Heinrich Himmler, remember Hogan's Heroes with Sergeant Schultz, it's like, hey, tell me, Schultz, who's the head of the Nazi Party?
[02:35:13.702 --> 02:35:17.625]  I know nothing, I know nothing, nothing!
[02:35:17.625 --> 02:35:19.186]  This magnitude!
[02:35:20.174 --> 02:35:22.636]  It's just the biggest insult to our intelligence I've ever seen.
[02:35:22.636 --> 02:35:24.937]  We're going to finish up with Savannah here.
[02:35:24.937 --> 02:35:26.178]  She's going to write Shotgun with us.
[02:35:26.178 --> 02:35:30.280]  Then I'm going to go to our guests who are really taking action in the third dimension.
[02:35:30.280 --> 02:35:34.223]  And if you want to know what victory smells like and resistance, this is it.
[02:35:34.223 --> 02:35:42.428]  So we're going to talk to Enrique Tarrio of the Proud Boys and of course, Jacob Ingles who writes for Gateway Pundit, Info Wars, you name it.
[02:35:42.428 --> 02:35:43.249]  They've got a new article.
[02:35:44.429 --> 02:36:03.002]  Up on Infowars.com right now that we're going to be going over here in just a minute as the Proud Boys troll Fredo Cuomo, also known as Chris Cuomo, will arrest you if you read the WikiLeaks, will arrest you if you say the whistleblower is this thug.
