[00:00:00.269 --> 00:00:01.710]  Okay, last time.
[00:50:27.989 --> 00:50:28.809]  history, so have you.
[00:50:28.809 --> 00:50:29.830]  It's incredibly interesting.
[00:50:29.830 --> 00:50:30.750]  It's riveting.
[00:50:30.750 --> 00:50:31.691]  I mean, I know our history.
[00:50:31.691 --> 00:50:34.612]  We had some problems about five years into the Republic.
[00:50:34.612 --> 00:50:41.856]  During the Civil War, Lincoln, you know, moved against newspaper editors and owners that said that, you know, he should be killed.
[00:50:41.856 --> 00:50:44.797]  I mean, I'm not supporting what he did, but I could see in a war.
[00:50:44.797 --> 00:50:48.259]  That's people saying, you know, overthrow, kill the president.
[00:50:48.259 --> 00:50:49.379]  And that's a civil war.
[00:50:49.379 --> 00:50:50.740]  This is the Democrats
[00:50:51.838 --> 00:51:04.875]  Admitting in all these articles, anybody can go read them, that, oh, once we ban InfoWars, we're going to have the precedent set to completely de-platform all conservatives, all libertarians, and we want Trump banned off Twitter, and we want Donald Jr.
[00:51:04.875 --> 00:51:05.555]  banned.
[00:51:05.555 --> 00:51:09.420]  They're in the news saying, shut down their political competition.
[00:51:09.420 --> 00:51:10.261]  This is so...
[00:51:10.882 --> 00:51:14.063]  Well, there's no question about it, and this is the first time in our history
[00:51:39.818 --> 00:51:46.841]  When one of our major parties refuses to accept the results of a Democratic election.
[00:51:46.841 --> 00:51:50.063]  I wasn't happy when Barack Obama was elected.
[00:51:50.063 --> 00:51:52.744]  I wasn't happy when he was re-elected.
[00:51:52.744 --> 00:51:56.406]  But I abided by the results of the election.
[00:51:56.406 --> 00:52:01.909]  This is nothing short than an effort to undo what they couldn't do at the ballot box.
[00:52:01.909 --> 00:52:05.991]  And if the President does not understand that this bullet is heading his way,
[00:52:06.718 --> 00:52:10.179]  Then he's in even more grave danger.
[00:52:10.179 --> 00:52:15.521]  It isn't about Paul Manafort or Alex Jones or Roger Stone.
[00:52:15.521 --> 00:52:18.002]  It's about the presidency.
[00:52:18.002 --> 00:52:23.064]  And our friends on the right need to recognize that Infowars is the test case.
[00:52:23.064 --> 00:52:33.148]  If they shut us down, Sean Hannity, Tucker Carlson, Laura Ingram, they're next.
[00:52:33.148 --> 00:52:35.249]  They need to recognize that they are next.
[00:52:35.595 --> 00:52:39.119]  And I want to be a trillion percent clear.
[00:52:39.119 --> 00:52:40.321]  I want to be infinity clear.
[00:52:40.321 --> 00:52:42.764]  A term I'm coining.
[00:52:42.764 --> 00:52:43.304]  I want to be 360 clear.
[00:52:43.304 --> 00:52:43.585]  Okay?
[00:52:46.391 --> 00:52:48.453]  I don't care about my ratings.
[00:52:48.453 --> 00:52:50.354]  I don't care about being a big shot.
[00:52:50.354 --> 00:52:54.777]  I don't brag about our reach, or how much money we bring in, or how much we spend to do this.
[00:52:54.777 --> 00:53:02.583]  The enemy knows that before they started censoring us, 86 million viewers a week, and that isn't hits, that's real people.
[00:53:02.583 --> 00:53:05.105]  We're talking hottest thing in the world, other than drudge.
[00:53:05.905 --> 00:53:07.846]  Okay, and then they've crushed us down.
[00:53:07.846 --> 00:53:09.986]  It made us even more rockstar.
[00:53:09.986 --> 00:53:12.827]  Our numbers are still stratospheric.
[00:53:12.827 --> 00:53:14.007]  They say that in the articles.
[00:53:14.007 --> 00:53:19.869]  They go, we've crushed him, but now everybody else reposted and changed it and it's total rockstar.
[00:53:19.869 --> 00:53:20.629]  What do we do?
[00:53:20.629 --> 00:53:26.631]  So that's the debate they're having that, well, we secretly censored InfoWars, and it's still getting out though.
[00:53:26.631 --> 00:53:28.512]  So the Democrats say completely ban it.
[00:53:28.512 --> 00:53:30.992]  They go, no, that'll create a Streisand effect.
[00:53:30.992 --> 00:53:32.533]  I mean, listen, here's the deal, Stone.
[00:53:33.593 --> 00:53:52.633]  Historically, this is so insane because they're obviously lying villains who misrepresent what we've said, then try to shut us up so they can defame and slander us, and then now they're having a giant national debate in public about the best way to strangle all nationalist conservatives, pro-veteran, pro-capitalist speech.
[00:53:52.893 --> 00:53:54.955]  They are outrageous criminals!
[00:53:54.955 --> 00:53:56.116]  They are the villains!
[00:53:56.116 --> 00:54:00.261]  I've never heard of even dictators admitting they're doing this in the open!
[00:54:00.261 --> 00:54:02.943]  This is beyond the Communist Chinese, man!
[00:54:02.943 --> 00:54:04.845]  Can you believe they've stooped to this?
[00:54:04.845 --> 00:54:06.367]  This is their Waterloo if we...
[00:54:08.041 --> 00:54:16.466]  If the libertarians and conservatives and churches and Christians and veterans groups stop buying into, oh, we're ashamed of Infowars, oh, it's being demonized, you know, Donald Trump Jr.
[00:54:16.466 --> 00:54:20.689]  says, well, CNN shouldn't lead the fight against fake news, they're the kings of fake news.
[00:54:20.689 --> 00:54:22.530]  That's just not a support of Infowars.
[00:54:22.530 --> 00:54:24.151]  It's saying they shouldn't be the arbiter.
[00:54:24.151 --> 00:54:24.652]  No!
[00:54:24.652 --> 00:54:28.854]  There must be an embrace of it and an exposure of how they've misrepresented.
[00:54:28.854 --> 00:54:32.997]  We must take it head-on and not be bullied, but all these old Republicans still think
[00:54:33.337 --> 00:54:35.078]  Mainstream TV is dominant.
[00:54:35.078 --> 00:54:40.681]  It doesn't have one hundredth of the views of the conglomerate internet, where we're winning!
[00:54:40.681 --> 00:54:48.145]  You people have victory in your hands for the next ten generations, if you'll just take it in your frickin' hands and stop being cowards!
[00:54:48.145 --> 00:54:50.386]  My mission is not to be in D.C.
[00:54:50.386 --> 00:54:51.727]  or New York or L.A.
[00:54:51.727 --> 00:54:56.970]  with all you mummies with the number one TV show that reaches five million people a night!
[00:54:56.970 --> 00:54:58.651]  No offense to Sean Hannity, he's a great guy.
[00:54:58.971 --> 00:55:00.832]  He's got a huge radio show even bigger!
[00:55:00.832 --> 00:55:04.315]  Sean Hannity's bigger on the internet and the radio than he is on TV!
[00:55:04.315 --> 00:55:07.056]  And he's the only one that isn't a complete coward!
[00:55:07.056 --> 00:55:14.201]  And all I'm telling you is, if everybody doesn't stick with us, you will all go down, and these pieces of crap will win!
[00:55:14.201 --> 00:55:18.704]  Now get up off your asses, get motivated, and defeat these sons of bitches!
[00:55:18.704 --> 00:55:19.845]  Go ahead Stone, I'm sorry.
[00:55:21.855 --> 00:55:26.717]  You know, Alex, every day we point this out, and it's just as true now as it was yesterday.
[00:55:26.717 --> 00:55:39.283]  When people see a link to any story on InfoWars that they find compelling, they need to repost it on Facebook, on Twitter, on Instagram, on Snapchat.
[00:55:39.283 --> 00:55:41.444]  They cannot silence us all.
[00:55:41.444 --> 00:55:46.546]  They may come after you, they may come after me, but they cannot silence all of us.
[00:55:47.625 --> 00:55:56.308]  And there's a magnifying effect, an amplifying effect, when you take our best links and you put them up on your social media.
[00:55:56.308 --> 00:56:00.850]  You send them to your friends, your family, your circle of activists.
[00:56:00.850 --> 00:56:04.731]  They cannot snuff out the flame of freedom if people will do that.
[00:56:06.503 --> 00:56:07.923]  And this is epic.
[00:56:07.923 --> 00:56:14.365]  This is authoritarianism rearing its head with people that want to run our children, our religion, our money.
[00:56:14.365 --> 00:56:23.526]  They want to control our lives and then they lie about us and have all these weird anti-free speech professors drooling over how they want to silence us.
[00:56:23.526 --> 00:56:27.247]  Because we know what they want to do, Roger, after they silence us, don't we?
[00:56:27.247 --> 00:56:28.527]  Yes, indeed.
[00:56:28.527 --> 00:56:30.368]  Yes, indeed.
[00:56:30.368 --> 00:56:31.688]  It's called the full metaphor.
[00:56:33.342 --> 00:56:34.543]  Let's briefly talk about that.
[00:56:34.543 --> 00:56:39.966]  I called you this week when I saw the headline in CNN about, oh, he's getting VIP treatment.
[00:56:39.966 --> 00:56:50.532]  Then I read down a paragraph and it said, oh, his phones are all listened to with his lawyers and they know his defense and they say it's criminal that he's putting on a defense so they're moving him to solitary confinement so he can't talk to his lawyers.
[00:56:50.532 --> 00:56:52.753]  And they call that VIP treatment.
[00:56:52.753 --> 00:56:56.536]  That is so illegal, so unconstitutional.
[00:56:56.536 --> 00:56:56.776]  Yeah.
[00:56:56.776 --> 00:57:00.198]  Do you wonder whether this is Nazi Germany or Soviet Russia?
[00:57:01.274 --> 00:57:07.980]  Look, they just want to squeeze him and make him plead guilty so they can avoid a trial.
[00:57:07.980 --> 00:57:16.367]  They don't want to go to trial because they don't want to talk about the misuse, the unconstitutional, illegal use of these FISE awards.
[00:57:16.927 --> 00:57:19.889]  It is their Achilles heel.
[00:57:19.889 --> 00:57:23.371]  What is it that Rosenstein won't hand over to the U.S.
[00:57:23.371 --> 00:57:26.232]  House of Representatives and Devin Nunes?
[00:57:26.232 --> 00:57:28.794]  It's information regarding the FISA war.
[00:57:28.794 --> 00:57:29.514]  We're going to break.
[00:57:29.514 --> 00:57:30.615]  We'll do five more.
[00:57:30.615 --> 00:57:31.375]  Five more with you.
[00:57:31.375 --> 00:57:32.396]  Then I've got a special guest.
[00:57:32.396 --> 00:57:34.197]  Roger, look at that headline from Politico.
[00:57:34.457 --> 00:57:35.958]  Who would have ever thought this?
[00:57:35.958 --> 00:57:38.919]  They got in trouble for listening to 9-11 Al-Qaeda members' phone calls.
[00:57:38.919 --> 00:57:41.220]  They should have been in jail, because they're not citizens.
[00:57:41.220 --> 00:57:44.261]  Mueller team listening to Manafort's jail phone calls.
[00:57:44.261 --> 00:57:45.321]  Politico!
[00:57:45.321 --> 00:57:46.842]  I mean, good God!
[00:57:51.940 --> 00:57:57.665]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[00:57:57.665 --> 00:58:05.531]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[00:58:05.531 --> 00:58:08.694]  MycoZX Plus is the result of the search for that formula.
[00:58:08.874 --> 00:58:14.157]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[00:58:14.157 --> 00:58:16.919]  There's no better product to help your body fight back.
[00:58:16.919 --> 00:58:25.884]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[00:58:26.064 --> 00:58:37.931]  Powered by an impressive list of ingredients, including Grapefruit Seed Extract, Pau Darko Bark, and Grape Seed Extract, our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[00:58:37.931 --> 00:58:42.754]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[00:58:42.754 --> 00:58:44.415]  That's InfoWarsLife.com.
[00:58:48.746 --> 00:58:52.728]  Staying healthy on the go is just as important as staying healthy at home.
[00:58:52.728 --> 00:58:55.450]  But sometimes supplements don't work fast enough.
[00:58:55.450 --> 00:59:00.273]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[00:59:00.273 --> 00:59:02.674]  Super Blue Silver Immune Gargle.
[00:59:02.674 --> 00:59:05.696]  Available in 1 oz., 3.5 oz., and 16 oz.
[00:59:05.696 --> 00:59:09.018]  bottles, Immune Gargle is perfect for the bathroom, kitchen,
[00:59:09.378 --> 00:59:10.799]  Or wherever you go.
[00:59:10.799 --> 00:59:17.483]  The incredible new Purifying Formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[00:59:17.483 --> 00:59:25.628]  As a powerful hand purifier or oral cleansing formula, just a small spray will help you stay clean when you feel surrounded by toxins.
[00:59:25.628 --> 00:59:32.393]  With powerful, yet simple ingredients, Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[00:59:32.813 --> 00:59:34.414]  You're listening to the Alex Jones Show!
[00:59:59.798 --> 01:00:05.831]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:00:05.831 --> 01:00:08.376]  You're listening to the Alex Jones Show!
[01:00:26.886 --> 01:00:29.648]  Alright, finish up with Roger Stone, I've been ranting.
[01:00:29.648 --> 01:00:33.070]  I know the Clintons and the Globalists take the country and sold it out.
[01:00:33.070 --> 01:00:39.175]  All Trump had to do was just get their boot off our neck and we'd start turbocharging, which happened.
[01:00:39.175 --> 01:00:46.220]  And then to watch these enemies circle like buzzards around me and my family, and to do it to Roger and others, it makes me mad.
[01:00:46.220 --> 01:00:48.601]  It makes me want to fight!
[01:00:48.601 --> 01:00:51.904]  Because I don't want to sit here with half measures against these... I saw Strzok.
[01:00:53.018 --> 01:00:57.419]  And how demonic and cowardly and scumbaggish and psychopathic he looked.
[01:00:57.419 --> 01:01:00.120]  And it didn't make me be afraid of him or Mueller.
[01:01:00.120 --> 01:01:04.502]  It made me mad at myself that I haven't done more to defeat them.
[01:01:04.502 --> 01:01:05.202]  And I will!
[01:01:05.202 --> 01:01:11.024]  On the altar of God we will defeat them like King George III and the rest of trash!
[01:01:11.024 --> 01:01:12.624]  I swear on the altar of God!
[01:01:12.624 --> 01:01:14.365]  I swear it!
[01:01:14.365 --> 01:01:15.245]  My full will!
[01:01:16.451 --> 01:01:18.032]  Roger, finish up before I get too angry.
[01:01:18.032 --> 01:01:20.073]  What does the President need to do?
[01:01:20.073 --> 01:01:21.133]  What does Trump Jr.
[01:01:21.133 --> 01:01:21.754]  need to do?
[01:01:21.754 --> 01:01:24.555]  What do we need to do to finish these enemies?
[01:01:24.555 --> 01:01:29.197]  Because I can feel they're preparing to launch their counter-strike.
[01:01:29.197 --> 01:01:33.759]  We have an unelected federal prosecutor running the country.
[01:01:33.759 --> 01:01:35.960]  There are no checks and balances on him.
[01:01:35.960 --> 01:01:37.321]  There are no governors.
[01:01:37.321 --> 01:01:39.002]  There is no oversight.
[01:01:39.002 --> 01:01:41.703]  That's not what the Founding Fathers had in mind.
[01:01:42.310 --> 01:01:51.354]  The President needs to discharge Mr. Sessions, Mr. Rosenstein, and Mr. Mueller, and he needs to do it before it is too late.
[01:01:51.354 --> 01:02:00.638]  Mueller is taking on millions more in dollars and platoons more of young Democratic prosecutors while forming a Republican killing machine.
[01:02:01.508 --> 01:02:03.809]  President has to take immediate action.
[01:02:03.809 --> 01:02:09.350]  Those around him who say, oh, Mr. President, this isn't aimed at you.
[01:02:09.350 --> 01:02:10.871]  You're not the target.
[01:02:10.871 --> 01:02:14.432]  And like you told me the other day, when they were doing all this stuff behind the scenes, we can't talk about the both of us.
[01:02:14.432 --> 01:02:15.952]  You said, it's OK, Alex.
[01:02:15.952 --> 01:02:16.272]  I wasn't.
[01:02:16.272 --> 01:02:17.993]  He said, stop worrying about it.
[01:02:17.993 --> 01:02:19.313]  This is posterity.
[01:02:19.313 --> 01:02:20.314]  We have to attack.
[01:02:20.314 --> 01:02:21.254]  And you're right.
[01:02:21.254 --> 01:02:21.914]  Posterity.
[01:02:21.914 --> 01:02:24.395]  This is our children in Republican Party or any of this.
[01:02:24.395 --> 01:02:26.636]  These people want full control over us.
[01:02:26.636 --> 01:02:30.657]  That little demonic piece of crap Strock thinks he will rule my family.
[01:02:30.657 --> 01:02:30.937]  No.
[01:02:31.357 --> 01:02:32.377]  No, no!
[01:02:32.377 --> 01:02:34.438]  Go ahead.
[01:02:34.438 --> 01:02:49.484]  So, look, I think it's vital that people call and write the president, tell him the truth, that this is a coup d'etat, a slow-motion coup d'etat, and to the extent that the president is reassured and believes this isn't coming his way,
[01:02:50.345 --> 01:02:51.866]  Is sadly incorrect.
[01:02:51.866 --> 01:02:59.552]  And that's why Rosenstein did that feint where he went, oh, we're not saying any citizens were involved with the Russian intelligence agencies in the new indictment.
[01:02:59.552 --> 01:03:01.053]  That's total crap.
[01:03:01.053 --> 01:03:02.073]  They got the dagger.
[01:03:02.073 --> 01:03:07.377]  That means the dagger's out and they're about to make their move on the president.
[01:03:07.377 --> 01:03:11.760]  Alex, I am bolting for the gate here at the airport, but let me leave you with this.
[01:03:11.760 --> 01:03:14.202]  Victory or death.
[01:03:14.202 --> 01:03:15.383]  I'm with you, my brother.
[01:03:15.383 --> 01:03:17.725]  I know you got to go, but one minute more.
[01:03:18.479 --> 01:03:20.180]  They admit they're trying to cause civil unrest.
[01:03:20.180 --> 01:03:21.660]  They admit they're going to try to overthrow the president.
[01:03:21.660 --> 01:03:24.202]  I know you've got to get on your plane in less than an hour.
[01:03:24.202 --> 01:03:26.203]  Gut level, what else can the listeners and viewers do?
[01:03:26.203 --> 01:03:27.603]  Because this isn't hyperbole.
[01:03:27.603 --> 01:03:32.706]  I'm here to get people out of their coma because I'm having to go through, not the fear, but just the commitment myself.
[01:03:32.706 --> 01:03:36.287]  And it pisses me off that we're ruled by trash like Strzok.
[01:03:36.287 --> 01:03:37.828]  Why is he still on the FBI payroll?
[01:03:39.248 --> 01:03:41.810]  Well, we cannot fight without a war chest.
[01:03:41.810 --> 01:03:51.915]  People need to go to the InfoWars.com store now, make a contribution to the cause, go to StoneDefenseFund.com now, make a contribution.
[01:03:51.915 --> 01:03:54.677]  We cannot fight without resources.
[01:03:54.677 --> 01:04:01.281]  That is probably the single most important thing InfoWarriors can do to help the coming Armageddon
[01:04:02.113 --> 01:04:02.573]  This is it.
[01:04:02.573 --> 01:04:04.094]  This is the Battle of Ragnarok.
[01:04:04.094 --> 01:04:06.355]  This is the Battle of the Gods, and we're at the middle of it.
[01:04:06.355 --> 01:04:07.035]  You're right.
[01:04:07.035 --> 01:04:08.495]  I didn't even plug last hour.
[01:04:08.495 --> 01:04:12.717]  They're telling me plug, and I'm like, I'm having trouble financing this, and I'm just so obsessed with info.
[01:04:12.717 --> 01:04:14.838]  I don't do it, but the money is critical.
[01:04:14.838 --> 01:04:18.819]  Again, how do people go to your defense fund, which is, you just defeated Obama.
[01:04:18.819 --> 01:04:20.120]  One of his suits, but they got a bunch of others.
[01:04:21.445 --> 01:04:23.786]  StoneDefenseFund.com.
[01:04:23.786 --> 01:04:26.207]  StoneDefenseFund.com.
[01:04:26.207 --> 01:04:29.868]  Or go to the Infowars site where you can make a generous contribution.
[01:04:29.868 --> 01:04:30.128]  All right.
[01:04:30.128 --> 01:04:30.568]  Thank you, Roger.
[01:04:30.568 --> 01:04:32.149]  We'll talk to you again tomorrow.
[01:04:32.149 --> 01:04:33.009]  Roger's coming to town soon.
[01:04:33.009 --> 01:04:34.649]  I'll be bound.
[01:04:34.649 --> 01:04:35.190]  Absolutely.
[01:04:35.190 --> 01:04:35.610]  Good job.
[01:04:35.610 --> 01:04:37.210]  I'm going to settle down now.
[01:04:37.210 --> 01:04:38.631]  I'm just looking at Strzok.
[01:04:38.631 --> 01:04:41.512]  He's such a, such an evil.
[01:04:41.512 --> 01:04:42.152]  Oh my God.
[01:04:42.152 --> 01:04:44.193]  His basement should be checked.
[01:04:44.193 --> 01:04:44.813]  I mean.
[01:04:47.884 --> 01:04:51.385]  Oh boy, that is bad news right there!
[01:04:51.385 --> 01:04:52.926]  He thinks he's gonna beat us?
[01:04:52.926 --> 01:04:57.008]  No you won't, demon!
[01:04:57.008 --> 01:05:00.970]  Living in volcano may sound more dramatic than it really is.
[01:05:00.970 --> 01:05:04.131]  The real drama can be found here in Leilani Estates.
[01:05:04.131 --> 01:05:10.514]  But a lot of us on the big island rely on rainwater, and we need to be concerned about ash and acid rain.
[01:05:10.514 --> 01:05:13.296]  Volcanic ash may contain heavy metal particles.
[01:05:14.036 --> 01:05:17.840]  An acid rain could lower the pH of the water to unhealthy levels.
[01:05:17.840 --> 01:05:24.327]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[01:05:24.327 --> 01:05:29.293]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[01:05:30.034 --> 01:05:33.957]  Next, we tested the water from our Alexa Pure gravity filter.
[01:05:33.957 --> 01:05:41.161]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[01:05:41.161 --> 01:05:46.285]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[01:05:46.285 --> 01:05:52.068]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[01:05:52.068 --> 01:05:56.051]  But more importantly, a good water filtration system will purify it.
[01:06:04.640 --> 01:06:21.546]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:21.546 --> 01:06:25.247]  Churchill's chair, Winston Churchill.
[01:06:25.247 --> 01:06:31.209]  The man that wrote the three-volume set, The History of the English-Speaking Peoples.
[01:06:31.209 --> 01:06:33.250]  Quite an intellectual.
[01:06:34.952 --> 01:06:37.353]  Manly cut.
[01:06:37.353 --> 01:06:43.516]  Well, they're freaking out on Trump when he was invited into his study and was told to sit on it as a setup.
[01:06:43.516 --> 01:06:45.197]  Oh, sit in Churchill's chair.
[01:06:45.197 --> 01:06:47.658]  His famous easy chair will take a photo.
[01:06:47.658 --> 01:06:48.799]  They called him a traitor.
[01:06:48.799 --> 01:06:53.461]  How dare you imply you defeated the Nazis, which you never did.
[01:06:53.461 --> 01:06:59.684]  I'm going to talk about that here in just a moment, just to illustrate how the fake news media works.
[01:06:59.684 --> 01:07:01.906]  But here is the crux of the matter.
[01:07:01.906 --> 01:07:04.547]  Here's here's the the key to it all.
[01:07:07.628 --> 01:07:10.951]  Multinational corporations in the 1950s knew the U.S.
[01:07:10.951 --> 01:07:12.732]  had control of the planet.
[01:07:12.732 --> 01:07:14.173]  They decided to parlay U.S.
[01:07:14.173 --> 01:07:16.995]  power into global power for themselves.
[01:07:16.995 --> 01:07:17.836]  It had been U.S.
[01:07:17.836 --> 01:07:22.800]  and British corporations, select ones, that had actually set up Hitler and the whole eugenics movement.
[01:07:22.800 --> 01:07:33.368]  Not that the average American was like that, but there were robber barons that were very racist, very evil, into control, and they developed a very diabolical plan
[01:07:34.517 --> 01:07:36.898]  For the long term, which we're now living under.
[01:07:36.898 --> 01:07:39.458]  Trump is trying to change that.
[01:07:39.458 --> 01:07:59.884]  And now, if you just joined us, the Democratic Party, the big corporations are so arrogant that they are in thousands of publications in the last week calling for Infowars.com and myself and anybody we have on air that's part of the operation to be banned from the internet like Communist China does.
[01:07:59.884 --> 01:08:02.145]  Now the tech giants came out and they said, listen,
[01:08:03.154 --> 01:08:04.916]  I'll show you some of those articles here.
[01:08:04.916 --> 01:08:09.239]  They said, listen, you're going to make InfoWars a martyr.
[01:08:09.239 --> 01:08:13.043]  We've already effectively banned them on our platforms.
[01:08:13.043 --> 01:08:15.284]  And the Democrats are like, well, why are we still losing elections?
[01:08:15.284 --> 01:08:17.566]  And they go, because people hate you.
[01:08:17.566 --> 01:08:21.330]  And InfoWars already has an audience, people that are awake.
[01:08:21.330 --> 01:08:25.954]  See, you've got to reapply lies and confusion over and over again.
[01:08:25.954 --> 01:08:31.038]  Once somebody's awake, it doesn't work anymore.
[01:08:33.024 --> 01:08:39.266]  Once they get the game, once they know the scam, once they catch you cheating at cards, they don't play cards with you anymore.
[01:08:39.266 --> 01:08:42.887]  It's like somebody in business.
[01:08:42.887 --> 01:08:48.489]  You catch them ripping you off, you don't go back in business with them.
[01:08:48.489 --> 01:08:55.471]  So, these big tech giants hijacked America, made trillions of dollars off of it, and then they've got such a hard-on for the country,
[01:08:57.230 --> 01:09:08.375]  They financed the universities, the schools, everything to turn us all against each other and turn us into basket cases so they could manage us and make sure the golden goose they'd gotten stayed under their control.
[01:09:08.375 --> 01:09:16.818]  But you turn the golden goose into a mentally retarded, grueling idiot.
[01:09:16.818 --> 01:09:18.319]  And Trump doesn't want to do that.
[01:09:18.319 --> 01:09:21.100]  He goes, let's just make everybody successful.
[01:09:21.100 --> 01:09:22.501]  Let's just give people an opportunity.
[01:09:23.459 --> 01:09:25.041]  Let's stop domesticating people.
[01:09:25.041 --> 01:09:31.027]  LBJ wrote dozens of letters saying, these black people, see they'll edit me saying this, I gotta say it like this.
[01:09:31.027 --> 01:09:32.108]  That's what the media does, folks.
[01:09:32.108 --> 01:09:33.009]  They take me out of context.
[01:09:33.009 --> 01:09:35.612]  So, you can go just type in LBJ's letters.
[01:09:35.612 --> 01:09:36.813]  By the way, I'm not joking.
[01:09:36.813 --> 01:09:37.754]  That's what they do.
[01:09:37.754 --> 01:09:44.782]  I quote them, they play the audio, and then say I said it.
[01:09:44.782 --> 01:09:46.244]  But LBJ's famous for saying,
[01:09:47.932 --> 01:09:52.833]  That these black people are incredibly uppity because they've been suppressed under segregation.
[01:09:52.833 --> 01:09:53.853]  It wasn't a good thing.
[01:09:53.853 --> 01:09:56.434]  But what doesn't kill you makes you stronger, needs you.
[01:09:56.434 --> 01:09:59.454]  So many black areas were richer than even middle class white areas.
[01:09:59.454 --> 01:10:02.755]  Lower unemployment, lower illegitimacy.
[01:10:02.755 --> 01:10:05.436]  Everything was about, we're going to be successful under this pressure.
[01:10:05.436 --> 01:10:09.537]  Their own hotels, their own restaurants, their own cleaners, their own doctors, their own universities.
[01:10:09.537 --> 01:10:11.337]  It was a golden age.
[01:10:11.337 --> 01:10:11.557]  Okay?
[01:10:13.325 --> 01:10:18.730]  Not because segregation was good, or all that, because that which doesn't kill you makes you stronger.
[01:10:18.730 --> 01:10:20.411]  People said, we don't need them.
[01:10:20.411 --> 01:10:21.652]  We don't need this crap.
[01:10:21.652 --> 01:10:25.595]  I got to cover my face, though, with a little editor's audio and put it out.
[01:10:25.595 --> 01:10:26.216]  This is what they do.
[01:10:26.216 --> 01:10:28.898]  They go, look, Jones just said, you know, rah, just said black people, rah, rah.
[01:10:28.898 --> 01:10:30.259]  This is what they do, man.
[01:10:30.259 --> 01:10:30.680]  Seriously.
[01:10:30.680 --> 01:10:32.821]  I say, Hillary Clinton killed a bunch of people in...
[01:10:33.922 --> 01:10:40.646]  By funding Al-Qaeda and ISIS, killed a bunch of little kids in the Middle East, they edit that and say I said it was in a pizza place, and then get people to sue me.
[01:10:40.646 --> 01:10:46.629]  So I have to do this now, I do this because, it's not that you are stupid as a viewer or a listener, it's the general public.
[01:10:46.629 --> 01:10:47.990]  If I don't do this, they will edit it.
[01:10:47.990 --> 01:10:55.013]  So, again, Margaret Sanger called blacks subhuman, hired blacks to pose as liberals so they could get control of their communities.
[01:10:55.013 --> 01:10:58.716]  And again, I'm not obsessing on black people, I'm not going to use politically correct terms either.
[01:10:58.716 --> 01:10:59.356]  This is what went on.
[01:11:01.826 --> 01:11:04.827]  And so they've done it over and over and over and over again.
[01:11:04.827 --> 01:11:09.268]  And Trump's like, you know what?
[01:11:09.268 --> 01:11:11.009]  We're not going to sit there and break up families.
[01:11:11.009 --> 01:11:14.430]  We're not going to sit there and tell people they can't be successful and can't have a husband in the house.
[01:11:14.430 --> 01:11:16.110]  This is ruins culture.
[01:11:16.110 --> 01:11:19.271]  We're going to actually create jobs and opportunities and honor workers again.
[01:11:19.271 --> 01:11:22.852]  We're going to cut back on some of this welfare and create independence again.
[01:11:22.852 --> 01:11:23.713]  And they're pissed, man.
[01:11:23.713 --> 01:11:24.633]  They don't like that's happening.
[01:11:27.608 --> 01:11:32.773]  I'm serious, I'm actually going to go to a screen now, just put a screen up too when we talk, because they'll just do everything.
[01:11:32.773 --> 01:11:35.616]  You know, you'll just say what I say, even though they're going to edit it.
[01:11:35.616 --> 01:11:42.624]  It's just, when you watch the criminals at CNN or MSNBC, even Fox with Megyn Kelly did it, and they edit what you say.
[01:11:45.299 --> 01:11:48.520]  And they've got, the little tell-tale sign is they'll blur the video.
[01:11:48.520 --> 01:11:50.140]  Like, we got HD uploads.
[01:11:50.140 --> 01:11:54.821]  Do you ever notice, when I'm on the news, it's always Comedy Central or HBO or Showtime.
[01:11:54.821 --> 01:11:55.781]  It's blurred.
[01:11:55.781 --> 01:11:57.262]  You can barely see what's going on.
[01:11:57.262 --> 01:12:01.483]  It's because they're editing the video and they don't want you to see the jump cuts, man.
[01:12:01.483 --> 01:12:04.443]  When you see them do that, they're robbing you!
[01:12:04.443 --> 01:12:06.844]  They think you're stupid!
[01:12:06.844 --> 01:12:09.144]  Does that not make you angry?
[01:12:09.144 --> 01:12:10.285]  God, it makes me angry.
[01:12:10.285 --> 01:12:10.885]  Not for me!
