whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:01:19.880 --> 01:01:22.840]   And so anywhere I go, I have to drive.
[01:01:22.840 --> 01:01:25.960]   And so that limits the ability I have
[01:01:25.960 --> 01:01:27.760]   to get around the country, naturally.
[01:01:27.760 --> 01:01:31.080]   So I have to do it in segments where I'll take off,
[01:01:31.080 --> 01:01:33.880]   like the last one where you and I saw each other.
[01:01:33.880 --> 01:01:37.080]   That was a two-week run for me, you know,
[01:01:37.080 --> 01:01:39.960]   in my RV, driving around the country.
[01:01:39.960 --> 01:01:42.080]   It's rough, it's very tiring, you know?
[01:01:42.080 --> 01:01:45.360]   It's a lot of fun, but it's also very difficult,
[01:01:45.360 --> 01:01:48.640]   and you don't realize how convenient the world is
[01:01:48.640 --> 01:01:49.920]   with the airlines today,
[01:01:49.920 --> 01:01:51.720]   until you gotta get back driving again.
[01:01:51.720 --> 01:01:54.640]   But I gotta tell you something, in all honesty, Alex.
[01:01:54.640 --> 01:01:57.760]   I don't miss the airports, because I so despise
[01:01:57.760 --> 01:02:00.800]   the fact that I have, that if there's somewhere
[01:02:00.800 --> 01:02:02.600]   in this country, that if I go there,
[01:02:02.600 --> 01:02:04.640]   I'm treated completely like a criminal.
[01:02:04.640 --> 01:02:08.400]   And so, you know, and in fact, one of the guests
[01:02:08.400 --> 01:02:11.440]   on my shows, it was interesting, an elderly gentleman
[01:02:11.440 --> 01:02:14.280]   that used to work at NASA and was involved
[01:02:14.280 --> 01:02:17.120]   in various high-level government projects,
[01:02:17.120 --> 01:02:19.880]   including Star Wars and things of that nature.
[01:02:20.880 --> 01:02:23.000]   He had to interview with me in Vegas,
[01:02:23.000 --> 01:02:25.960]   because he lives in Salt Lake, and it was too far
[01:02:25.960 --> 01:02:29.000]   for him to drive from Salt Lake to Minneapolis.
[01:02:29.000 --> 01:02:31.840]   And the interesting thing is, he's following my lead.
[01:02:31.840 --> 01:02:34.200]   He refuses to fly also.
[01:02:34.200 --> 01:02:37.160]   You know, he said, for the same reason, he said,
[01:02:37.160 --> 01:02:39.880]   in the United States of America, I do not believe
[01:02:39.880 --> 01:02:42.800]   that I should go anywhere where I'm treated like a criminal.
[01:02:42.800 --> 01:02:44.400]   And you are today at the airport,
[01:02:44.400 --> 01:02:46.360]   you're treated like criminals.
[01:02:46.360 --> 01:02:48.360]   - Well, I've talked to bus drivers,
[01:02:48.360 --> 01:02:50.080]   and I've talked to truck drivers and others,
[01:02:50.080 --> 01:02:51.840]   and I went and looked the numbers up a few months ago
[01:02:51.840 --> 01:02:53.080]   when I was first told this.
[01:02:53.080 --> 01:02:54.640]   Did you know that people on buses,
[01:02:54.640 --> 01:02:57.200]   in just the last five years, has more than doubled?
[01:02:57.200 --> 01:02:59.640]   And now you see passenger buses everywhere,
[01:02:59.640 --> 01:03:01.120]   it's become a booming business.
[01:03:01.120 --> 01:03:04.640]   And when people are surveyed, it's because of the TSA.
[01:03:04.640 --> 01:03:06.520]   They do not wanna be groped.
[01:03:06.520 --> 01:03:09.320]   - Well, it's the whole concept of it, Alex.
[01:03:09.320 --> 01:03:11.240]   It's a place where, in a free country,
[01:03:11.240 --> 01:03:12.640]   if you wanna learn what it's like
[01:03:12.640 --> 01:03:15.720]   to be put under martial law, go to the airport.
[01:03:15.720 --> 01:03:18.920]   Because that'll give you an exact feeling
[01:03:18.920 --> 01:03:22.000]   of being put under government complete surveillance.
[01:03:22.000 --> 01:03:25.200]   You're patted down and you're searched, you're x-rayed.
[01:03:25.200 --> 01:03:27.600]   There's nothing you can do out there, basically,
[01:03:27.600 --> 01:03:30.560]   that you don't fall under some type of government,
[01:03:30.560 --> 01:03:34.640]   you know, oppression, for lack of better words.
[01:03:34.640 --> 01:03:38.480]   So it's a place where people should go and learn from it.
[01:03:38.480 --> 01:03:41.520]   Because the more they give up their freedoms,
[01:03:41.520 --> 01:03:44.960]   the more our country is going to turn into that.
[01:03:44.960 --> 01:03:47.600]   And so I urge people, go to the airports
[01:03:47.600 --> 01:03:51.360]   and notice how they run and notice everything that goes on
[01:03:51.360 --> 01:03:53.720]   and notice the government control
[01:03:53.720 --> 01:03:55.320]   and the whole thing about it.
[01:03:55.320 --> 01:03:57.720]   Because the more we give up our freedoms,
[01:03:57.720 --> 01:04:00.920]   the more we will be living under that type of jurisdiction.
[01:04:00.920 --> 01:04:02.640]   - Well, you're right, Tim.
[01:04:02.640 --> 01:04:03.600]   And I guess you're getting at the point
[01:04:03.600 --> 01:04:04.880]   that it acclimates everybody.
[01:04:04.880 --> 01:04:09.320]   It sets the parameters for this to be normalized behavior.
[01:04:09.320 --> 01:04:11.400]   - Well, it's a cancer, Alex.
[01:04:11.400 --> 01:04:14.200]   It's just like toll roads on highways.
[01:04:14.200 --> 01:04:16.800]   The minute you put the first toll road on a highway,
[01:04:16.800 --> 01:04:18.760]   it spreads like cancer.
[01:04:18.760 --> 01:04:20.960]   Because then anytime government needs money,
[01:04:20.960 --> 01:04:23.360]   they're gonna put a toll on a road.
[01:04:23.360 --> 01:04:25.560]   And this is the same thing.
[01:04:25.560 --> 01:04:29.120]   When governments start eroding your freedoms away,
[01:04:29.120 --> 01:04:31.720]   they're gonna do it in a slow manner.
[01:04:31.720 --> 01:04:34.280]   But it's like a slow spreading cancer.
[01:04:34.280 --> 01:04:36.320]   It'll start with the airports,
[01:04:36.320 --> 01:04:38.200]   and then it's gonna move on to other things.
[01:04:38.200 --> 01:04:39.640]   Once they're secured down,
[01:04:39.640 --> 01:04:41.360]   then you're gonna see more and more.
[01:04:41.360 --> 01:04:44.480]   I mean, when I drive across country now,
[01:04:44.480 --> 01:04:48.680]   I have to, down in Southwestern United States,
[01:04:48.680 --> 01:04:50.840]   you have to come to immigration halts
[01:04:50.840 --> 01:04:52.000]   out in the middle of the desert.
[01:04:52.000 --> 01:04:53.800]   - Stay there, stay there, Gov.
[01:04:53.800 --> 01:04:54.640]   Gov, we gotta go to break.
[01:04:54.640 --> 01:04:56.880]   Let's come back and get back into the TSA,
[01:04:56.880 --> 01:04:58.800]   the domestic checkpoints, the border patrol,
[01:04:58.800 --> 01:05:00.520]   all of it straight ahead with Jesse Vandurum.
[01:05:00.520 --> 01:05:04.240]   - A wealthy US citizen is predicting that in 2011,
[01:05:04.240 --> 01:05:06.880]   we will witness the most important day in America
[01:05:06.880 --> 01:05:08.320]   in more than 50 years.
[01:05:08.320 --> 01:05:10.920]   He says it will change everything about our lives.
[01:05:10.920 --> 01:05:13.640]   The way you shop, travel, invest, educate your children,
[01:05:13.640 --> 01:05:15.240]   and even how you take care of your health
[01:05:15.240 --> 01:05:16.240]   and your own family.
[01:05:16.240 --> 01:05:18.480]   Now, this man has made some outrageous predictions
[01:05:18.480 --> 01:05:19.320]   over the years.
[01:05:19.320 --> 01:05:21.600]   The crazy part is he's usually right.
[01:05:21.600 --> 01:05:23.960]   You see, he predicted the collapse of GM,
[01:05:23.960 --> 01:05:25.160]   Fannie Mae, Freddie Mac,
[01:05:25.160 --> 01:05:27.800]   and America's biggest mall owner, General Growth Properties.
[01:05:27.800 --> 01:05:31.240]   In fact, Barron's called his work a dire prophecy.
[01:05:31.240 --> 01:05:32.800]   Recently, he created a video,
[01:05:32.800 --> 01:05:34.360]   which you can watch online for free,
[01:05:34.360 --> 01:05:37.000]   detailing his biggest and most important prediction yet.
[01:05:37.000 --> 01:05:38.560]   And it's a real eye-opener.
[01:05:38.560 --> 01:05:39.960]   I can't stress this enough.
[01:05:39.960 --> 01:05:42.640]   You should at least watch this free video online today.
[01:05:42.640 --> 01:05:44.280]   He explains everything you need to know,
[01:05:44.280 --> 01:05:46.880]   including simple steps you can take to protect yourself.
[01:05:46.880 --> 01:05:51.520]   You can find the video at www.endofamerica3.com.
[01:05:51.520 --> 01:05:54.080]   That's end of America, the number three dot com.
[01:05:54.080 --> 01:05:57.960]   Watch the free video at www.endofamerica3.com.
[01:05:57.960 --> 01:05:59.840]   That's end of america3.com.
[01:05:59.840 --> 01:06:07.400]   - From his brother, mainstream media.
[01:06:08.960 --> 01:06:10.720]   - The story continues.
[01:06:10.720 --> 01:06:14.080]   It's Alex Jones and the GCN Radio Network.
[01:06:14.080 --> 01:06:17.280]   - We are live.
[01:06:17.280 --> 01:06:19.440]   It is, of course, Wednesday,
[01:06:19.440 --> 01:06:22.440]   the second day of November, 2011,
[01:06:22.440 --> 01:06:25.880]   on this live Wednesday edition.
[01:06:25.880 --> 01:06:27.720]   We're gonna do a 27-hour broadcast
[01:06:27.720 --> 01:06:29.240]   kicking off 11 a.m. tomorrow.
[01:06:29.240 --> 01:06:30.080]   We'll tell you more about that
[01:06:30.080 --> 01:06:32.080]   after Governor Jesse Ventura leaves us.
[01:06:32.080 --> 01:06:34.120]   We're gonna have free audio streams of all of it.
[01:06:34.120 --> 01:06:37.600]   That's all posted at infowars.com and prisonplanet.com.
[01:06:37.600 --> 01:06:39.360]   Shane was on with us at the first 30 minutes
[01:06:39.360 --> 01:06:40.720]   of the show today, of course,
[01:06:40.720 --> 01:06:42.480]   one of the biggest rock bands ever.
[01:06:42.480 --> 01:06:44.560]   And when he heard I had Jesse Ventura coming on
[01:06:44.560 --> 01:06:46.000]   during the break when I was saying bye to him,
[01:06:46.000 --> 01:06:47.120]   he said, "Do me a favor.
[01:06:47.120 --> 01:06:49.760]   "Thank Governor Ventura for his stand
[01:06:49.760 --> 01:06:52.360]   "and what he's doing with the TSA and other issues."
[01:06:52.360 --> 01:06:54.800]   So I thought I would raise that to the governor.
[01:06:54.800 --> 01:06:57.120]   So a lot of people appreciate your lawsuit
[01:06:57.120 --> 01:06:58.280]   and where that's going.
[01:06:58.280 --> 01:06:59.840]   And before we get into that, Governor,
[01:06:59.840 --> 01:07:00.880]   in the last little segment,
[01:07:00.880 --> 01:07:02.240]   you were getting into the TSA
[01:07:02.240 --> 01:07:05.160]   and you were talking about 100 miles into the U.S.,
[01:07:05.160 --> 01:07:06.600]   that's most of the country now,
[01:07:06.600 --> 01:07:07.840]   all the way around the nation,
[01:07:07.840 --> 01:07:09.840]   they have Constitution-free zones.
[01:07:09.840 --> 01:07:12.000]   In fact, we'll put a map of it up if the guys can find it.
[01:07:12.000 --> 01:07:14.120]   Just Google Constitution-free zone
[01:07:14.120 --> 01:07:17.000]   where the Border Patrol searches your vehicle.
[01:07:17.000 --> 01:07:19.560]   I had them try this twice in the last month
[01:07:19.560 --> 01:07:23.240]   and literally had to have verbal stand downs,
[01:07:23.240 --> 01:07:25.200]   standoffs with them, Gov.
[01:07:25.200 --> 01:07:26.960]   So you were getting into that point.
[01:07:26.960 --> 01:07:29.520]   - Well, yeah, you know, people need to understand,
[01:07:29.520 --> 01:07:32.440]   again, going back, that our freedoms,
[01:07:32.440 --> 01:07:34.160]   if they continue to erode them,
[01:07:34.160 --> 01:07:36.240]   they're going to go like cancer.
[01:07:36.240 --> 01:07:38.240]   It'll be a slow process,
[01:07:38.240 --> 01:07:41.120]   but it'll eventually lead to the death sentence
[01:07:41.120 --> 01:07:43.560]   to democracy and freedom.
[01:07:43.560 --> 01:07:46.560]   And you drive around the country like I do now
[01:07:46.560 --> 01:07:48.080]   because I don't fly,
[01:07:48.080 --> 01:07:50.320]   because of my situation with the TSA
[01:07:50.320 --> 01:07:52.120]   and my pending lawsuit,
[01:07:52.120 --> 01:07:56.360]   and you come up to these immigration checkpoints,
[01:07:56.360 --> 01:07:59.040]   and it seems our country is so concerned
[01:07:59.040 --> 01:08:02.240]   over illegal Mexican immigrants
[01:08:02.240 --> 01:08:04.400]   that they're willing to give up our freedoms
[01:08:04.400 --> 01:08:06.640]   and our Constitution to stop them,
[01:08:06.640 --> 01:08:09.960]   which I think is absurd and ridiculous.
[01:08:09.960 --> 01:08:13.200]   These checkpoints, you come up to them
[01:08:13.200 --> 01:08:16.240]   like in Arizona and California,
[01:08:16.240 --> 01:08:19.640]   and they're 50 to 100 miles from the border.
[01:08:19.640 --> 01:08:21.640]   And the last one I pulled up to,
[01:08:21.640 --> 01:08:23.000]   I rolled my window down,
[01:08:23.000 --> 01:08:24.320]   and the guy comes up and he says,
[01:08:24.320 --> 01:08:26.520]   "Are you a U.S. citizen?"
[01:08:26.520 --> 01:08:27.960]   And I looked at him and I said,
[01:08:27.960 --> 01:08:30.280]   "If you don't have the constitutional authority
[01:08:30.280 --> 01:08:32.880]   to ask me that, young man."
[01:08:32.880 --> 01:08:35.880]   And he said, "Well, that's what we're required to do."
[01:08:35.880 --> 01:08:38.200]   And so, you know, and I realized
[01:08:38.200 --> 01:08:39.520]   the guys that are doing it,
[01:08:39.520 --> 01:08:42.160]   they need to look at their conscience too,
[01:08:42.160 --> 01:08:44.080]   because they're out there violating
[01:08:44.080 --> 01:08:46.000]   the Constitution of the United States
[01:08:46.000 --> 01:08:49.440]   because what their superiors are telling them to do.
[01:08:49.440 --> 01:08:51.200]   And it's their jobs.
[01:08:51.200 --> 01:08:54.240]   Well, at some point, you have to measure your job
[01:08:54.240 --> 01:08:56.600]   against your own beliefs.
[01:08:56.600 --> 01:08:59.640]   And so I understand, they're the knuckle-draggers.
[01:08:59.640 --> 01:09:01.360]   They're the guys on the ground.
[01:09:01.360 --> 01:09:02.640]   But I still ask them.
[01:09:02.640 --> 01:09:05.800]   I go, "How do you feel knowing that you're defying
[01:09:05.800 --> 01:09:07.560]   the United States Constitution?
[01:09:07.560 --> 01:09:09.800]   You're racially profiling,
[01:09:09.800 --> 01:09:12.360]   and you're asking me to prove my citizenship
[01:09:12.360 --> 01:09:14.240]   when the Constitution tells me
[01:09:14.240 --> 01:09:16.640]   I don't have to do that within the United States."
[01:09:16.640 --> 01:09:19.320]   Now, if I were at the border, that's different.
[01:09:19.320 --> 01:09:21.560]   You're crossing into the country then.
[01:09:21.560 --> 01:09:25.000]   But these places are 100 miles from the border,
[01:09:25.000 --> 01:09:28.440]   and we seem to be okay with that.
[01:09:28.440 --> 01:09:32.600]   I heard now where Obama not changing the subject,
[01:09:32.600 --> 01:09:35.160]   but I heard Obama is now gonna start raiding
[01:09:35.160 --> 01:09:38.160]   the medicinal marijuana places in California.
[01:09:38.160 --> 01:09:41.320]   -They've been raiding them. -Well, that's outrageous.
[01:09:41.320 --> 01:09:43.960]   Whatever happened to the people's vote?
[01:09:43.960 --> 01:09:46.560]   The people of California voted
[01:09:46.560 --> 01:09:49.320]   that they wanted medicinal marijuana
[01:09:49.320 --> 01:09:52.760]   to be prescribed by doctors as needed.
[01:09:52.760 --> 01:09:57.440]   And the federal government is ignoring the people's vote?
[01:09:57.440 --> 01:09:59.640]   I'm outraged over that.
[01:09:59.640 --> 01:10:02.240]   And if we don't start taking our country back
[01:10:02.240 --> 01:10:05.960]   at the ballot box, then we're to blame for it.
[01:10:05.960 --> 01:10:09.040]   And when I say take it back at the ballot box,
[01:10:09.040 --> 01:10:12.680]   stop voting for Democrats and Republicans.
[01:10:12.680 --> 01:10:17.640]   They're destroying our nation right before your very eyes.
[01:10:17.640 --> 01:10:19.280]   -Governor, I want to go back through
[01:10:19.280 --> 01:10:22.040]   what you've just said here, and it's on record.
[01:10:22.040 --> 01:10:23.840]   They actually let the illegals through
[01:10:23.840 --> 01:10:26.200]   at these 100-mile-deep checkpoints.
[01:10:26.200 --> 01:10:28.880]   Homeland Security has put a freeze on deportations,
[01:10:28.880 --> 01:10:32.520]   including felons, and Congress has now announced a subpoena.
[01:10:32.520 --> 01:10:35.520]   So it's purely about domestic checkpoints.
[01:10:35.520 --> 01:10:38.360]   And I got an RV because I want to stop flying as much
[01:10:38.360 --> 01:10:42.920]   when I travel, and twice, 98 miles into Texas,
[01:10:42.920 --> 01:10:44.840]   I pull up, they go, "Are you a U.S. citizen?"
[01:10:44.840 --> 01:10:46.280]   I'm like, "Do I look like one?
[01:10:46.280 --> 01:10:47.280]   Yes."
[01:10:47.280 --> 01:10:48.720]   And they said, "Pull over. We're searching you."
[01:10:48.720 --> 01:10:50.160]   And I got in a big confrontation.
[01:10:50.160 --> 01:10:52.080]   The next time I said, "I'm not gonna be smart-mouthed
[01:10:52.080 --> 01:10:53.280]   about it, basically.
[01:10:53.280 --> 01:10:55.520]   I'm gonna actually say, 'Yes, I am.'"
[01:10:55.520 --> 01:10:58.360]   And then they said, "Pull over. We're searching you."
[01:10:58.360 --> 01:11:00.880]   They had a drug dog, and I said, "It's unconstitutional.
[01:11:00.880 --> 01:11:02.120]   It's one thing to check my --"
[01:11:02.120 --> 01:11:03.560]   'Cause I've looked at the Supreme Court ruling,
[01:11:03.560 --> 01:11:05.040]   "to ask if I'm a citizen,
[01:11:05.040 --> 01:11:07.160]   but it's another to have a drug dog."
[01:11:07.160 --> 01:11:08.600]   And he said, "It's not for drugs.
[01:11:08.600 --> 01:11:09.600]   It's for narcotics."
[01:11:09.600 --> 01:11:10.680]   The same thing.
[01:11:10.680 --> 01:11:12.640]   So these are domestic checkpoints.
[01:11:12.640 --> 01:11:15.360]   But we were in Las Vegas,
[01:11:15.360 --> 01:11:17.200]   and you were about to do an interview,
[01:11:17.200 --> 01:11:18.280]   and I'm sitting there, and I said,
[01:11:18.280 --> 01:11:19.800]   "Hey, Gov, did you hear this week?
[01:11:19.800 --> 01:11:22.280]   They announced TSA checkpoints all over the country."
[01:11:22.280 --> 01:11:24.160]   And you're like -- and I understand why you're like,
[01:11:24.160 --> 01:11:26.840]   "You gotta be kidding, because that is such Nazi Germany,
[01:11:26.840 --> 01:11:28.240]   such Soviet Russia.
[01:11:28.240 --> 01:11:29.840]   You said -- Oh, come on, Alex.
[01:11:29.840 --> 01:11:32.040]   So I showed you on my iPhone mainstream news.
[01:11:32.040 --> 01:11:35.240]   You took about 20 minutes and read a few articles about it.
[01:11:35.240 --> 01:11:39.520]   Now that you know that you're suing them for your rights,
[01:11:39.520 --> 01:11:41.720]   you haven't -- the judge hasn't ruled yet.
[01:11:41.720 --> 01:11:43.720]   I want you to talk about that, on whether or not
[01:11:43.720 --> 01:11:46.560]   you can go forward with the suit.
[01:11:46.560 --> 01:11:48.680]   All this is happening, and now they're announcing
[01:11:48.680 --> 01:11:51.720]   all over Florida, Tennessee, you name it,
[01:11:51.720 --> 01:11:54.520]   you pull up to a TSA checkpoint
[01:11:54.520 --> 01:11:56.240]   with local police under their command.
[01:11:56.240 --> 01:11:57.040]   Where's the Tenth Amendment?
[01:11:57.040 --> 01:11:58.400]   You know about that as a governor.
[01:11:58.400 --> 01:12:01.480]   And they want to come on board and search trucks
[01:12:01.480 --> 01:12:03.720]   and passenger vehicles, and they're saying
[01:12:03.720 --> 01:12:05.680]   they may even search your person.
[01:12:05.680 --> 01:12:08.320]   I mean, this is worse than the Soviet Union.
[01:12:08.320 --> 01:12:11.160]   -And they're doing this in lieu of what, terrorism?
[01:12:11.160 --> 01:12:12.760]   -Yeah.
[01:12:12.760 --> 01:12:14.840]   -So they think that we're so --
[01:12:14.840 --> 01:12:17.680]   I mean, if the country doesn't wake up to the fact
[01:12:17.680 --> 01:12:20.600]   that terrorism is a fraud --
[01:12:20.600 --> 01:12:25.040]   now, granted, there are groups in the world that do bad things,
[01:12:25.040 --> 01:12:28.320]   but for our country to put such a focus on --
[01:12:28.320 --> 01:12:29.640]   it's a fraud.
[01:12:29.640 --> 01:12:32.480]   It's a red herring.
[01:12:32.480 --> 01:12:34.520]   You're absolutely right, Alex.
[01:12:34.520 --> 01:12:38.240]   If this is going on, which I see it, you know, like I said,
[01:12:38.240 --> 01:12:41.440]   I drive around the country, and I come up to these points,
[01:12:41.440 --> 01:12:45.320]   and I think that every driver that comes up to these points
[01:12:45.320 --> 01:12:46.720]   should ask these people
[01:12:46.720 --> 01:12:49.600]   why they're violating the Constitution.
[01:12:49.600 --> 01:12:52.960]   Be polite, but ask them that.
[01:12:52.960 --> 01:12:58.160]   Ask them why they're violating your constitutional rights.
[01:12:58.160 --> 01:13:01.560]   You know, these guys right on the ground.
[01:13:01.560 --> 01:13:04.240]   Because they need to be made aware of what they're doing,
[01:13:04.240 --> 01:13:06.920]   too, if they don't know it already.
[01:13:06.920 --> 01:13:09.080]   -Well, behind the scenes, Gov, they're giving a manual
[01:13:09.080 --> 01:13:11.040]   saying if you raise the Constitution
[01:13:11.040 --> 01:13:14.000]   or you got a Ron Paul sticker or a libertarian sticker,
[01:13:14.000 --> 01:13:14.800]   you're a bad guy.
[01:13:14.800 --> 01:13:16.520]   That's the MIAC report.
[01:13:16.520 --> 01:13:18.360]   And it's totally --
[01:13:18.360 --> 01:13:22.520]   I mean, imagine, terrorists could attack a random cornfield
[01:13:22.520 --> 01:13:25.560]   in South Dakota or in North Texas.
[01:13:25.560 --> 01:13:28.720]   I mean, do we have to have somebody in a black uniform
[01:13:28.720 --> 01:13:31.880]   randomly anywhere if terrorists attack shopping malls?
[01:13:31.880 --> 01:13:33.120]   Are they gonna have TSA there?
[01:13:33.120 --> 01:13:34.280]   They're saying yes.
[01:13:34.280 --> 01:13:36.320]   They're now announcing they're gonna have TSA
[01:13:36.320 --> 01:13:38.000]   in shopping malls, Governor.
[01:13:38.000 --> 01:13:39.680]   -Well, it's getting that bad.
[01:13:39.680 --> 01:13:41.680]   I mean, I went to Minnesota
[01:13:41.680 --> 01:13:44.840]   Lynx basketball games this summer,
[01:13:44.840 --> 01:13:46.960]   and I walked up to go in.
[01:13:46.960 --> 01:13:48.400]   I have a front-row ticket.
[01:13:48.400 --> 01:13:50.960]   I'm the former governor of Minnesota,
[01:13:50.960 --> 01:13:53.440]   and I had a security guy stop me
[01:13:53.440 --> 01:13:55.400]   and ask me to empty my pockets
[01:13:55.400 --> 01:13:58.240]   because my wallet and my keys were in one pocket
[01:13:58.240 --> 01:14:00.280]   that was bulging.
[01:14:00.280 --> 01:14:03.400]   And I looked at the guy, and I said, "I'm the former governor.
[01:14:03.400 --> 01:14:05.080]   You got to be kidding me."
[01:14:05.080 --> 01:14:10.200]   I said, "Do I have to sue you, too, as well as the TSA?"
[01:14:10.200 --> 01:14:11.760]   And so it's happening.
[01:14:11.760 --> 01:14:14.040]   Now, maybe they have more right to do it there
[01:14:14.040 --> 01:14:17.840]   because it's a building that's run by private industry,
[01:14:17.840 --> 01:14:19.600]   the NBA or the WNBA,
[01:14:19.600 --> 01:14:22.840]   and I suppose they can set up any rules they want.
[01:14:22.840 --> 01:14:26.680]   I don't know about all that, but it's getting sickening
[01:14:26.680 --> 01:14:29.720]   where you as a citizen have to walk around
[01:14:29.720 --> 01:14:31.360]   and worry about what's next.
[01:14:31.360 --> 01:14:35.000]   They're gonna throw us up against walls and pat us down
[01:14:35.000 --> 01:14:37.320]   because we might walk funny down the street.
[01:14:37.320 --> 01:14:39.520]   -Well, it's like something out of the movie "Red Dawn,"
[01:14:39.520 --> 01:14:44.520]   a fictitious movie about a Soviet takeover of the West Coast.
[01:14:44.520 --> 01:14:48.320]   I'm sure you know, NFL-wide, they've now instituted
[01:14:48.320 --> 01:14:52.040]   from the ankle to the neck, and they admit.
[01:14:52.040 --> 01:14:53.480]   They squeeze your wife's breasts.
[01:14:53.480 --> 01:14:55.960]   They grab your genitals.
[01:14:55.960 --> 01:14:56.960]   And this is freedom.
[01:14:56.960 --> 01:14:58.640]   Now, the Green Bay Packers rebelled.
[01:14:58.640 --> 01:15:01.640]   They said, "This has actually hurt our ticket sales.
[01:15:01.640 --> 01:15:03.840]   We're not gonna do it."
[01:15:03.840 --> 01:15:07.120]   But, I mean, the idea -- -Remember, the Green Bay Packers
[01:15:07.120 --> 01:15:11.000]   are the only NFL team that's publicly owned.
[01:15:11.000 --> 01:15:13.600]   -Ah. -See, always remember that,
[01:15:13.600 --> 01:15:15.520]   and you'll never see it again.
[01:15:15.520 --> 01:15:18.040]   The Green Bay Packers are grandfathered in,
[01:15:18.040 --> 01:15:19.560]   but they are owned, basically,
[01:15:19.560 --> 01:15:22.840]   by the people of Green Bay, Wisconsin.
[01:15:22.840 --> 01:15:24.800]   -Oh, I'd forgotten that. That's why --
[01:15:24.800 --> 01:15:27.880]   -They're all shareholders.
[01:15:27.880 --> 01:15:31.600]   They're the only publicly held professional sports franchise,
[01:15:31.600 --> 01:15:33.280]   to my knowledge. -That's a great idea.
[01:15:33.280 --> 01:15:35.520]   We should do something. That's how it should be run.
[01:15:35.520 --> 01:15:37.120]   -Absolutely.
[01:15:37.120 --> 01:15:39.920]   That way, you wouldn't get teams holding up
[01:15:39.920 --> 01:15:41.800]   like Minnesota right now.
[01:15:41.800 --> 01:15:44.920]   They're bending over backwards, gonna raise taxes.
[01:15:44.920 --> 01:15:49.480]   They're gonna violate treaties with the Native Americans
[01:15:49.480 --> 01:15:54.320]   and bring in more gambling to build the Vikings a new stadium.
[01:15:54.320 --> 01:15:57.320]   -I'm back with the world, and I'm back where I can be.
[01:15:57.320 --> 01:16:04.880]   -Hi, folks. This is Alex Jones,
[01:16:04.880 --> 01:16:07.400]   and I want to tell you about the Silver Lungs Generator.
[01:16:07.400 --> 01:16:10.520]   Now you can produce pure and endless colloidal silver
[01:16:10.520 --> 01:16:13.560]   and deliver the solution directly into the bloodstream
[01:16:13.560 --> 01:16:16.280]   by breathing the solution through the lungs.
[01:16:16.280 --> 01:16:18.480]   The respiratory system is the first line of defense
[01:16:18.480 --> 01:16:20.920]   for airborne pathogens and viruses.
[01:16:20.920 --> 01:16:24.320]   The Silver Lungs Generator infuses the respiratory system
[01:16:24.320 --> 01:16:27.280]   with your self-produced nano-silver solutions
[01:16:27.280 --> 01:16:30.360]   and also delivers the silver nanoparticles
[01:16:30.360 --> 01:16:32.360]   instantly into the bloodstream.
[01:16:32.360 --> 01:16:34.680]   With continued legislation threatening the sale
[01:16:34.680 --> 01:16:36.440]   of nano-silver products,
[01:16:36.440 --> 01:16:39.960]   you can now produce pure and endless colloidal silver
[01:16:39.960 --> 01:16:41.840]   with the Silver Lungs Generator.
[01:16:41.840 --> 01:16:45.200]   Very easy-to-follow step-by-step instructions are provided,
[01:16:45.200 --> 01:16:47.280]   making production fast and simple.
[01:16:47.280 --> 01:16:51.240]   Go to www.silverlungs.com today
[01:16:51.240 --> 01:16:53.200]   and learn more about the breakthrough technology
[01:16:53.200 --> 01:16:54.760]   of the Silver Lungs Generator.
[01:16:54.760 --> 01:16:57.640]   That's www.silverlungs.com.
[01:16:57.640 --> 01:17:04.880]   -Hundreds of nations have fallen to tyranny
[01:17:04.880 --> 01:17:06.640]   in the last century alone.
[01:17:06.640 --> 01:17:09.880]   This is our last chance to not relive history.
[01:17:09.880 --> 01:17:12.240]   -As we're finishing off this agenda,
[01:17:12.240 --> 01:17:15.120]   they'll be pulling the rug from underneath Americans at home.
[01:17:15.120 --> 01:17:19.200]   -We have tremendous influence on our president and Congress,
[01:17:19.200 --> 01:17:21.040]   and they really are calling the shots.
[01:17:21.040 --> 01:17:23.920]   -I think it's incumbent upon all of us
[01:17:23.920 --> 01:17:26.280]   as American citizens to pay attention.
[01:17:26.280 --> 01:17:29.560]   -For the Republic identifies the enemies of our nation,
[01:17:29.560 --> 01:17:31.800]   the criminal offshore cartel,
[01:17:31.800 --> 01:17:33.960]   hell-bent on destroying sovereignty
[01:17:33.960 --> 01:17:36.360]   and on its ashes constructing world government.
[01:17:36.360 --> 01:17:38.760]   -Tim Geithner, Bernanke, they're arsonists.
[01:17:38.760 --> 01:17:40.320]   They're asking for more matches.
[01:17:40.320 --> 01:17:42.760]   And the Congress is saying, "Who do we make the check out to?"
[01:17:42.760 --> 01:17:44.880]   -Today, it seems like nobody does care.
[01:17:44.880 --> 01:17:46.320]   And right now in Washington, D.
[01:17:46.320 --> 01:17:50.040]   C., we have seen a fall of the Republic.
[01:17:50.040 --> 01:17:52.120]   -Get your copy of "Fall of the Republic"
