[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[01:59:35.981 --> 01:59:37.461]  You're listening to the Alex Jones Show!
[02:00:21.127 --> 02:00:26.249]  He aligns himself with the truth, and it's time for you to choose a side.
[02:00:26.789 --> 02:00:29.170]  You're listening to Alex Jones.
[02:00:30.150 --> 02:00:32.471]  Now think how crazy that is.
[02:00:32.511 --> 02:00:37.053]  Last month, and a few weeks ago, they come up with articles of the independent, you name it.
[02:00:37.913 --> 02:00:40.695]  ISIS has stinger missiles from the U.S.
[02:00:42.375 --> 02:00:43.496]  But that's buried in the article.
[02:00:43.536 --> 02:00:49.398]  It says they made them themselves, but then you read the article, now that's when you know a government agent or minion wrote that.
[02:00:50.444 --> 02:00:51.085]  It's a cover story.
[02:00:51.986 --> 02:00:52.727]  It's a talking point.
[02:00:52.867 --> 02:00:58.755]  Oh, ISIS developed sophisticated new weaponry capable of shooting down passenger jets, and then they admit it's U.S.
[02:00:58.775 --> 02:01:02.280]  Stinger missiles they somehow got, but they fixed the batteries on them.
[02:01:02.961 --> 02:01:05.625]  Oh, Tosh, I tell you, is that not amazing, sir?
[02:01:05.845 --> 02:01:07.788]  Confirming what you said here over three years ago.
[02:01:08.865 --> 02:01:10.345]  Well, yes, I believe it is amazing.
[02:01:10.445 --> 02:01:13.046]  And let me apologize for being a little bit nervous here.
[02:01:13.086 --> 02:01:18.547]  I'm getting into what they call some SAP stuff out of fusion centers out of the Pentagon.
[02:01:19.188 --> 02:01:20.148]  And I know this.
[02:01:20.268 --> 02:01:25.069]  And I'm going to qualify this and look straight into this camera and say, OK, what I'm talking about is above top secret.
[02:01:25.509 --> 02:01:26.570]  Hillary Clinton knows this.
[02:01:27.730 --> 02:01:35.552]  In fact, the dispatches and the emails that have since come out since I first mentioned this confirms what I just said.
[02:01:36.215 --> 02:01:38.996]  So this is SAP stuff, whatever you want to call it.
[02:01:39.656 --> 02:01:40.876]  It can be above top secret.
[02:01:40.916 --> 02:01:43.717]  It's not important how I get my information or who sends it to me.
[02:01:44.357 --> 02:01:55.000]  What I'm attempting to do here is point out to the general public and try to get people motivated to hold our elected officials accountable for these gunrunning operations.
[02:01:55.020 --> 02:01:55.500]  I understand.
[02:01:55.520 --> 02:01:58.160]  You got cut off though getting into the chain of events in Benghazi.
[02:01:58.220 --> 02:02:00.361]  A long segment's coming up in the next three, four minutes.
[02:02:00.381 --> 02:02:00.681]  Go ahead.
[02:02:01.863 --> 02:02:11.152]  Okay, so anyway, I devise those questions to simply get answers from officials, State Department, simple yes or no to those questions.
[02:02:12.173 --> 02:02:13.655]  And I'm not going to go into them all right now.
[02:02:13.695 --> 02:02:15.497]  They've been posted, posted, and posted.
[02:02:16.392 --> 02:02:18.594]  Uh, those questions were sent to our elected officials.
[02:02:18.634 --> 02:02:21.516]  They were sent to, uh, our congressmen and our senators.
[02:02:21.956 --> 02:02:29.682]  And the only thing responds that most of the people that sent those out to those people, the only thing they got back was letters asking for campaign contributions.
[02:02:30.343 --> 02:02:31.724]  Point two, where does the money go?
[02:02:32.624 --> 02:02:35.066]  All right, I'm not taking pop shots at Clinton.
[02:02:35.447 --> 02:02:37.048]  I'm not taking pop shots at anybody.
[02:02:37.088 --> 02:02:40.110]  I'm just trying to bring it all together, establish the record.
[02:02:40.931 --> 02:02:48.577]  Speaking fees, millions of dollars, missiles missing, Libya, all that kind of stuff.
[02:02:48.998 --> 02:02:55.163]  Where are our investigative reporters on mainstream media that will not ask those questions?
[02:02:57.697 --> 02:03:03.760]  You know, so anyway, please forgive me, but... Oh, sure, humble man, you're totally on target.
[02:03:04.181 --> 02:03:13.526]  The point is, here's my bigger question, why would they want to give thousands of missiles, hundreds of really high-tech ones we know, to Al-Qaeda slash ISIS?
[02:03:13.926 --> 02:03:17.568]  Why would our own elite do that when they're going to end up getting the blame for it later?
[02:03:19.069 --> 02:03:20.650]  The whole thing is based on money.
[02:03:21.330 --> 02:03:22.891]  We need to start wars.
[02:03:24.223 --> 02:03:24.824]  My opinion.
[02:03:24.984 --> 02:03:26.425]  We need to start the wars.
[02:03:27.005 --> 02:03:28.707]  We need to fund both sides of the war.
[02:03:28.727 --> 02:03:32.229]  Sure, but our elite's really getting crazy when they start giving jihadi stinger missiles.
[02:03:32.789 --> 02:03:38.253]  They think that we, our general public, has been so desensitized that we don't give a crap about what they're doing.
[02:03:38.293 --> 02:03:40.675]  They are so arrogant up there in Washington, D.C.
[02:03:40.695 --> 02:03:44.698]  that they're not in touch with the general American citizen.
[02:03:45.419 --> 02:04:08.730]  So, the point is this, we furnish weapons, we start the conflict, we furnish the weapons, to both sides of the conflict, and we keep the strategy, or keep the dissension going, we start it, we fund it, we send the guns, we take the money, and we take the money and put it back into campaign contributions, or into special foundations.
[02:04:09.810 --> 02:04:11.491]  That's what needs to be investigated.
[02:04:12.051 --> 02:04:14.873]  That's what they are refusing to investigate.
[02:04:15.434 --> 02:04:24.700]  The three-year record of me going on your program and other programs and posting on my Facebook page substituates those charges or allegations or whatever you want.
[02:04:24.720 --> 02:04:25.960]  By the way, it's more than three years.
[02:04:25.980 --> 02:04:27.301]  It's right after Benghazi.
[02:04:27.341 --> 02:04:29.703]  You've been coming on, you know, ever since then.
[02:04:29.723 --> 02:04:30.703]  And I'm sorry about these breaks.
[02:04:30.803 --> 02:04:32.885]  Again, there's more at the end and start of an hour.
[02:04:32.905 --> 02:04:34.406]  We're going to come back with a long segment, sir.
[02:04:35.026 --> 02:04:38.789]  And let you really roll through all of this on the other side.
[02:04:38.809 --> 02:04:41.331]  But I want TV viewers and radio listeners to understand something.
[02:04:44.394 --> 02:04:49.618]  Just like they brought in millions of radical jihadis out of Syria, those were invaders into Syria.
[02:04:49.658 --> 02:04:52.200]  They lost, so they now were allowed to come through Turkey into Germany.
[02:04:54.011 --> 02:04:58.819]  And you say, well then Merkel will get the blame, or Hollande will get the blame when they shoot stuff and blow stuff up.
[02:04:58.879 --> 02:04:59.140]  No!
[02:04:59.641 --> 02:05:03.868]  They've declared martial law over there and are arresting patriots!
[02:05:03.888 --> 02:05:06.592]  They're declaring it treason to criticize Muslims today!
[02:05:09.215 --> 02:05:19.098]  Join us this Thursday, January 28th as InfoWars.com and InfoWars Nightly News bring you another installment of Political Science Theater 3K.
[02:05:19.218 --> 02:05:25.500]  If you have freedom of speech, like any free market, you do not use the government to shut down portions of it.
[02:05:25.700 --> 02:05:33.445]  Join David Knight, Jakari Jackson, Leigh-Anne McAdoo, and the rest of the crew as we crash through the lies and propaganda in real time.
[02:05:33.565 --> 02:05:43.551]  When we see the eight-year-old boy scout who can't fly a plane because he has the same name as some suspected terrorist, when he turns 16 he's not gonna be able to get a driver's license, he's not gonna be able to get a job, he's not gonna be able to get a college loan.
[02:05:43.831 --> 02:05:45.753]  Infowars.com, there's a war on for your mind!
[02:06:08.413 --> 02:06:08.853]  Hey, everyone!
[02:06:09.233 --> 02:06:11.474]  Pharmacist Ben Fuchs here, host of The Bright Side.
[02:06:11.514 --> 02:06:15.096]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[02:06:15.356 --> 02:06:16.957]  You've all heard the shocking statistics.
[02:06:17.437 --> 02:06:27.341]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[02:06:27.721 --> 02:06:33.704]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[02:06:34.164 --> 02:06:49.138]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[02:06:49.158 --> 02:06:49.598]  I think so.
[02:07:08.331 --> 02:07:14.716]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[02:07:15.157 --> 02:07:18.259]  I basically had my gallbladder out within the last nine months.
[02:07:18.560 --> 02:07:24.605]  Needed to get my digestive system working correctly again so I stumbled on the X2.
[02:07:24.685 --> 02:07:28.108]  We look at a product like Survival Shield Nascent Iodine X2.
[02:07:28.308 --> 02:07:31.871]  It's something that really has been hiding in plain view for over a hundred years.
[02:07:32.171 --> 02:07:33.992]  I needed a detox basically.
[02:07:34.313 --> 02:07:34.733]  I started taking
[02:07:38.898 --> 02:07:42.362]  I want to challenge the listeners who have not tried X2 for yourselves.
[02:07:42.562 --> 02:07:43.603]  What do you have to lose?
[02:07:43.884 --> 02:07:52.454]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[02:07:52.902 --> 02:07:56.744]  I noticed significant change in my digestive flow.
[02:07:56.764 --> 02:07:58.265]  I was like really more natural.
[02:07:58.545 --> 02:08:03.567]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[02:08:17.136 --> 02:08:24.819]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:08:30.081 --> 02:08:44.586]  We've got an update, briefly, and then we're going back to Tosh Plumlee, a huge Benghazi and, of course, Fast and Furious whistleblower.
[02:08:46.223 --> 02:08:50.765]  Our investigative journalist, Kit Daniels, is in the control room there.
[02:08:51.245 --> 02:08:53.186]  We're going to cut to that camera and microphone here in a moment.
[02:08:53.606 --> 02:08:59.348]  Briefly, Kit, we've got new developments with some of the folks inside the compound, inside the federal building.
[02:09:00.028 --> 02:09:01.208]  Again, we had one of them killed.
[02:09:02.109 --> 02:09:06.950]  The police shot him last night out there on the road after shooting at their vehicles.
[02:09:06.990 --> 02:09:08.171]  A huge escalation.
[02:09:08.211 --> 02:09:09.331]  The feds are out of control.
[02:09:10.792 --> 02:09:11.932]  It's really a tragedy.
[02:09:11.972 --> 02:09:13.793]  But what's the latest developments, briefly?
[02:09:14.343 --> 02:09:16.004]  Well, the situation's not over yet.
[02:09:16.244 --> 02:09:19.906]  What we're seeing is the preparations for another Waco-style siege.
[02:09:20.706 --> 02:09:27.970]  Like, even after all the arrests last night, there were still women, children, and other militiamen still in the compound, even though a couple of them fled.
[02:09:28.110 --> 02:09:36.554]  But, there's still guys that are in the compound, they're using excavators to build preparations for a siege from the FBI and potentially ATF.
[02:09:37.134 --> 02:09:41.536]  And today, they put out a video from the compound saying that, uh,
[02:09:42.697 --> 02:09:45.438]  That the media has been ordered to leave and that means they're coming to kill us.
[02:09:45.478 --> 02:09:46.478]  They don't want to see that.
[02:09:46.498 --> 02:09:47.878]  They're going to murder all of us.
[02:09:47.898 --> 02:09:50.599]  The media are cowards.
[02:09:50.859 --> 02:09:56.261]  They're basically saying that they're preparing to go toe-to-toe with the feds in a shootout.
[02:09:58.361 --> 02:09:59.542]  They're saying they're going to murder us.
[02:09:59.602 --> 02:10:00.542]  The media are cowards.
[02:10:00.782 --> 02:10:02.523]  We can put the story back on screen there.
[02:10:02.543 --> 02:10:06.144]  We're putting it up on Infowars.com where it shows the individual.
[02:10:06.164 --> 02:10:07.284]  Let's scroll back up to the top, guys.
[02:10:08.208 --> 02:10:10.390]  Yeah, he's one of the militia guys.
[02:10:10.910 --> 02:10:12.111]  Here's a headline from Raw Story.
[02:10:12.171 --> 02:10:14.974]  Berserk militant promises bloodbath as feds move in.
[02:10:14.994 --> 02:10:17.236]  This is a free-for-all Armageddon.
[02:10:17.796 --> 02:10:19.698]  I mean, this is just, and we warned these guys.
[02:10:20.038 --> 02:10:21.819]  We absolutely told them this was stupid.
[02:10:22.140 --> 02:10:25.042]  And then the media tries to spin it like we're in support of all this.
[02:10:25.322 --> 02:10:28.825]  So we're sending reporters to make sure that's on record and not the case.
[02:10:29.446 --> 02:10:29.946]  Anything else?
[02:10:29.966 --> 02:10:30.807]  Then I'm going back to my guest.
[02:10:31.007 --> 02:10:32.229]  Yeah, this isn't rhetorical.
[02:10:32.249 --> 02:10:34.792]  I mean, the police have already set up big perimeters, roadblocks.
[02:10:34.812 --> 02:10:37.034]  They're only letting ranchers in that live in the area.
[02:10:37.155 --> 02:10:38.296]  No other traffic allowed.
[02:10:38.336 --> 02:10:39.277]  Searching all vehicles.
[02:10:39.337 --> 02:10:41.880]  So this is definitely something we've got to keep on track.
[02:10:41.900 --> 02:10:43.803]  Alright, we'll stay on it at Infowars.com.
[02:10:43.823 --> 02:10:49.430]  There's also your latest article where doctors will just list you as not able to own a gun because they claim you're depressed.
[02:10:49.730 --> 02:10:51.391]  That's coming up at where Tosh Plumlee leaves us.
[02:10:51.411 --> 02:10:52.452]  Going back to Tosh Plumlee.
[02:10:52.472 --> 02:10:53.313]  Thank you, Kit Daniels.
[02:10:53.854 --> 02:10:54.714]  Back to Tosh Plumlee.
[02:10:55.055 --> 02:10:56.836]  Okay, we got about 10 minutes left here.
[02:10:56.876 --> 02:10:58.237]  We really appreciate you, sir.
[02:10:58.577 --> 02:11:03.221]  We'll put links to your Facebook up there so folks can read your 11 questions on Benghazi.
[02:11:03.622 --> 02:11:06.824]  As we went to break, we were pointing out, they ordered us to stand down.
[02:11:06.864 --> 02:11:12.289]  They told the Ambassador Stevens, you've had this from your NATO source, your U.S.
[02:11:12.349 --> 02:11:13.230]  Army source as well.
[02:11:13.570 --> 02:11:14.431]  It's all been confirmed now.
[02:11:14.451 --> 02:11:15.411]  It's all come out years later.
[02:11:16.348 --> 02:11:20.350]  What you said, when you put your life on the line, your reputation, your name, Mr. Plumlee, and we appreciate that.
[02:11:20.370 --> 02:11:25.513]  You say you're not a hero, but you are for not being a coward and doing the right thing, you know, for those that died there.
[02:11:25.853 --> 02:11:27.534]  And I think they've jumped the shark on this one.
[02:11:27.554 --> 02:11:28.714]  The military's so upset.
[02:11:28.774 --> 02:11:29.855]  The people know what happened.
[02:11:30.175 --> 02:11:32.596]  There's even Michael Bay movies, you know, telling the truth now.
[02:11:33.516 --> 02:11:34.777]  But they order a stand-down.
[02:11:34.857 --> 02:11:36.138]  Stevens doesn't go along with it.
[02:11:36.698 --> 02:11:44.422]  So they go in, they order a stand-down, but some other Navy SEAL sheep-dipped folks, they go and fight it.
[02:11:45.222 --> 02:11:47.043]  It goes on for eight hours after that.
[02:11:47.503 --> 02:11:56.648]  Now it's known, it's an open secret, but still, those involved, those responsible, Hillary and others, Obama, are sitting there hoping we all just forget about it.
[02:11:57.228 --> 02:12:06.595]  Where do you see all of this going and what are they planning to do when they bring in the migrants and they kill and rape and shoot and bomb and then they start shooting planes down with Stinger missiles.
[02:12:06.935 --> 02:12:09.597]  They already blew up a Russian plane with a bomb.
[02:12:09.617 --> 02:12:16.742]  I mean it's just how crazy are our elite to give Stinger missiles to Al Qaeda slash ISIS?
[02:12:18.464 --> 02:12:20.366]  Well okay, let me back up here.
[02:12:20.386 --> 02:12:23.989]  I want to thank you for bringing that previous clip in about Oregon.
[02:12:24.009 --> 02:12:30.575]  I've been very familiar with that and I've actually been talking to some of those people and counseling with them for the last 21 days.
[02:12:31.476 --> 02:12:33.357]  Again, thank you Alex for putting that clip in.
[02:12:33.377 --> 02:12:36.000]  Sure, what's your view on that then, since you've been following?
[02:12:36.820 --> 02:12:41.764]  Well, my view is it was predictable, and I've told the people out there that it was predictable.
[02:12:42.244 --> 02:12:52.052]  I told them not to let their government provoke them to anger, to watch what they say, and be careful how they present their facts to the federal government.
[02:12:52.632 --> 02:12:54.534]  I told them that two weeks ago.
[02:12:55.294 --> 02:13:10.803]  Or three weeks ago that they would be infiltrated by government agents for the sole purpose of provoking them to make them pull a weapon or threaten a federal agent or threaten a radical that's infiltrated their compound.
[02:13:11.843 --> 02:13:22.786]  Um, and we're spreading dissension so that the federal government could use that dissension as a justification to launch what is getting ready to be launched against those people now.
[02:13:23.666 --> 02:13:26.567]  I don't know if I've summed that up, but, uh... You've summed it up perfectly.
[02:13:27.067 --> 02:13:28.588]  We've got to stop a new Waco.
[02:13:28.608 --> 02:13:30.728]  Um, but last time it was children.
[02:13:30.768 --> 02:13:38.671]  This time it's the, you know, the quote, white Yale-kida that George Soros wants for his clash of civilizations.
[02:13:38.771 --> 02:13:39.591]  It's just a disaster.
[02:13:40.510 --> 02:13:46.475]  Also, it's set up as a diversion to keep our mind away from what's going on right now as far as this gun running situation.
[02:13:46.495 --> 02:13:55.442]  That's right, it's diverting us right now from El Chapo, caught with guns that Big Sis and Obama and Holder and Hillary sent to them, and Benghazi.
[02:13:55.462 --> 02:14:00.046]  It's working really well, so good job to the foundation operatives there in Oregon.
[02:14:00.286 --> 02:14:03.669]  You helped screw America over again, you trash.
[02:14:03.729 --> 02:14:05.611]  This is a procedure, this is an MO.
[02:14:06.071 --> 02:14:08.033]  This happened in Kent State, if you remember.
[02:14:08.053 --> 02:14:08.773]  That's right, it's an MO.
[02:14:09.474 --> 02:14:09.894]  That's right.
[02:14:09.955 --> 02:14:11.236]  It's a method of operation.
[02:14:11.336 --> 02:14:13.358]  It is one of those things that I talk about.
[02:14:14.399 --> 02:14:15.260]  It's an operation.
[02:14:15.960 --> 02:14:17.382]  Sometimes it's launched.
[02:14:17.862 --> 02:14:29.793]  If it works, then it's taken off the shelf, put back out in the field after it's been tweaked and organized and modified to fit this particular day and age.
[02:14:30.834 --> 02:14:31.875]  And it's a procedure to
[02:14:34.459 --> 02:14:39.903]  Destroy destroy our freedom ability of freedom, but I'm not going to get on a soapbox about about that.
[02:14:40.483 --> 02:14:43.566]  The point is those people out there in a very precarious position.
[02:14:44.106 --> 02:14:47.848]  You can pretty well predict what's getting ready to happen again.
[02:14:47.928 --> 02:14:50.830]  I want to get back to Benghazi and the questions.
[02:14:50.870 --> 02:14:52.451]  But again, I want to thank you for covering that.
[02:14:53.212 --> 02:14:58.115]  The voice of Idaho, the voice of Idaho has been covering that Michael is in position out there.
[02:14:58.656 --> 02:15:00.197]  Becky is following up on that.
[02:15:01.077 --> 02:15:03.339]  There's more information getting ready to break on this.
[02:15:04.520 --> 02:15:11.207]  I don't think the American people or anyone that is listening to this broadcast is really aware of what's getting ready to happen.
[02:15:11.627 --> 02:15:19.834]  This is a planned MO operation against those people, a diversion to take our mind away from the fast and furious situation.
[02:15:20.575 --> 02:15:23.958]  I'm sure the Bundys out there, who are well-meaning people, they've been totally shut up.
[02:15:23.998 --> 02:15:24.679]  And that's what I'm saying.
[02:15:24.719 --> 02:15:26.201]  When you're an expert, I'm an expert.
[02:15:26.561 --> 02:15:29.344]  You've been, you know, inside the government since the 50s.
[02:15:30.205 --> 02:15:30.865]  I've studied it.
[02:15:30.945 --> 02:15:32.447]  I've been following it for 20 years.
[02:15:32.847 --> 02:15:33.488]  You see it.
[02:15:33.588 --> 02:15:34.689]  It's totally synthetic.
[02:15:35.110 --> 02:15:35.830]  It's made up.
[02:15:36.211 --> 02:15:37.031]  It's scripted.
[02:15:37.352 --> 02:15:38.413]  It's a disaster.
[02:15:39.033 --> 02:15:44.219]  And as usual, the Patriot, you know, grassroots folks walked right into it.
[02:15:45.109 --> 02:15:47.290]  Well, that's exactly what it was.
[02:15:47.310 --> 02:15:48.090]  It was an ambush.
[02:15:48.891 --> 02:15:49.771]  That fits the M.O.
[02:15:49.791 --> 02:15:50.771]  that I was talking about.
[02:15:50.791 --> 02:15:52.372]  It fits the M.O.
[02:15:52.432 --> 02:15:55.413]  of infiltration into a particular group to spread dissension.
[02:15:56.214 --> 02:16:04.057]  And to get some of these people, sometimes they mean well, but they go to extremes.
[02:16:04.097 --> 02:16:06.958]  They don't present themselves, in my opinion, properly.
[02:16:07.238 --> 02:16:07.518]  Sure.
[02:16:07.558 --> 02:16:13.741]  Well, I mean, we specifically have actually dealt with some of the operatives that are
[02:16:15.199 --> 02:16:18.042]  heavily involved and I just, these poor people won't ever listen to me.
[02:16:18.342 --> 02:16:19.643]  If I wore camo, they would.
[02:16:19.663 --> 02:16:23.126]  I just, you know, it's just so sad.
[02:16:23.146 --> 02:16:25.509]  Maybe next time they'll listen.
[02:16:26.323 --> 02:16:45.217]  Alex, some of that stuff wearing camo is actually people dispatched by government sources, and I'm going to say it out straight out, right to your camera, by government sources to infiltrate that in their camouflage, to be extremely radical, and to rile those people up by a process of illusionary warfare training programs.
[02:16:45.617 --> 02:16:46.938]  Wow, you're so incredible.
[02:16:47.158 --> 02:16:48.879]  Tell them about illusionary warfare training.
[02:16:49.220 --> 02:16:50.020]  Well, that's what it is.
[02:16:50.100 --> 02:16:53.122]  It's a modified technique that's been used since the 1950s.
[02:16:53.162 --> 02:16:54.243]  It's infiltrated in.
[02:16:55.704 --> 02:16:58.566]  If you can control the communications, you've won the war.
[02:16:59.226 --> 02:17:00.167]  Or you've won the situation.
[02:17:00.187 --> 02:17:00.527]  That's right.
[02:17:00.667 --> 02:17:07.952]  Usually the communications person that, quote, handles all communications for the group is who you look for.
[02:17:08.632 --> 02:17:10.113]  We've had Malkinburg.
[02:17:10.153 --> 02:17:11.714]  That's an old CIA project.
[02:17:11.734 --> 02:17:14.056]  Now let me qualify something here on CIA.
[02:17:15.397 --> 02:17:24.803]  There are people that is infiltrated within the CIA that are CIA that some of the CIA do not even know it.
[02:17:25.638 --> 02:17:30.660]  So, we have a, now I'm not talking about rogues, I'm talking... No, they're shadow CIA.
[02:17:31.180 --> 02:17:38.242]  I'm talking about shadow warriors, you know, not from the standpoint of shadow warriors on organizations and things like that.
[02:17:38.702 --> 02:17:43.024]  I'm talking about there is a shadow government out there that is working these programs.
[02:17:43.564 --> 02:17:48.426]  The program is designed to desensitize us to where we expect exactly what the hell we're getting.
[02:17:48.446 --> 02:17:49.106]  That's right, let's be clear.
[02:17:49.386 --> 02:18:00.933]  The big foundations, the big leftist foundations run, but have the national security clearances, the clandestine, dirty programs against the patriots.
[02:18:01.594 --> 02:18:12.440]  And so a lot of times the local police, the FBI, even the CIA don't know it's the foundations that are even above the agencies with their action program here in the United States.
[02:18:13.141 --> 02:18:14.522]  All right, let me put it this way too.
[02:18:14.542 --> 02:18:15.762]  You hit it right on the head, Alex.
[02:18:15.902 --> 02:18:16.203]  Okay.
[02:18:17.123 --> 02:18:27.910]  Also, there's gatekeepers assigned into these organizations, our agencies, that prevent good, honest people that work for those agencies from doing their job.
[02:18:28.330 --> 02:18:29.651]  They're called cleanup people.
[02:18:30.091 --> 02:18:40.537]  They are assigned specifically and appointed into positions, you know, in the Pentagon, in the CIA, in the DOJ, or the State Department.
[02:18:40.997 --> 02:18:41.978]  They are processed.
[02:18:42.158 --> 02:18:45.220]  Anybody that comes out and goes against the policy
[02:18:46.462 --> 02:18:52.247]  The gatekeepers will make sure that their either career is ruined or they're transferred to another position.
[02:18:52.407 --> 02:19:14.085]  Or there's lastly people like Tosh Plumley and Colonel Schaefer and countless others and Joe Biggs and you know everybody from Ted Kennedy I mean Tim Kennedy to you name it who are patriots who are resisting it and aware now because they're decompartmentalized and know the program and that's the historic battle point we've gotten to and these foundations better watch it.
[02:19:15.605 --> 02:19:19.867]  People are bold against you now because you're not as strong as you used to be.
[02:19:20.047 --> 02:19:20.367]  Go ahead.
[02:19:20.507 --> 02:19:23.548]  Well, I've already been warned not to even be on this program right now.
[02:19:23.728 --> 02:19:25.569]  I mean, you know, hell, that goes towards the territory.
[02:19:25.729 --> 02:19:29.050]  I don't talk too much about that kind of stuff.
[02:19:29.130 --> 02:19:29.971]  I mean, that's what it is.
[02:19:30.371 --> 02:19:32.992]  That's the reason I'm out here going public here is to protect my butt.
[02:19:33.052 --> 02:19:36.233]  I'm not out here waving a flag and all that kind of stuff.
[02:19:37.073 --> 02:20:04.258]  The point being is that we have gatekeepers that are assigned to infiltrate and appointed by whatever administration it is, or whatever bureaucratic... Sure, Glenn Beck is an assigned gatekeeper, he admits he's hooked in with the government, and he literally takes the exact names of our shows and what we do, like Mystery Political Science Theater we're doing tomorrow night with the debate, and takes the exact name and then says it's his and I took it, three years after I'd made it.
[02:20:04.818 --> 02:20:16.462]  Well, CBS poached a story from Bill Conroy pertaining everything about Fast and Furious and the direct commercial sales program, put it out on the wire, tweaked it around, contaminated it, and put it out as their investigation.
[02:20:17.903 --> 02:20:33.368]  And there's an article done by Bill Conroy where CBS poached Bill Conroy's work in reference to the direct commercial sales program, which would have at that point in time, which you forgot the articles, that point in time would have opened up everything we're talking about right now.
[02:20:34.088 --> 02:20:36.009]  So, why was it stopped?
[02:20:36.069 --> 02:20:37.049]  Why was it diverted?
[02:20:37.109 --> 02:20:38.350]  Why was his investigation?
[02:20:38.430 --> 02:20:39.491]  What happened to Zimbardo?
[02:20:39.811 --> 02:20:41.952]  What happened to Carl Quintero?
[02:20:42.352 --> 02:20:43.452]  What happened to Guzman?
[02:20:43.532 --> 02:20:51.296]  He was arrested one time and he got out and went back and now he's arrested again and all this was around at the time.
[02:20:51.336 --> 02:21:01.281]  The first one was around the Mexican elections and then also the Fast and Furious situation was also around one of our elections and it was tampered with and it was put on ice.
[02:21:01.721 --> 02:21:04.602]  Sure, I understand it's all compartmentalization.
[02:21:04.622 --> 02:21:08.024]  They keep good people from rising up, you know, anywhere above kernel.
[02:21:08.064 --> 02:21:10.004]  But let's expand on that.
[02:21:27.327 --> 02:21:34.710]  What percentage of people would you say, dead reckoning, in the federal government versus local are awake to what's going on?
[02:21:34.730 --> 02:21:37.531]  I know a lot of folks wake up and actually go, oh, I better join the dark side.
[02:21:37.551 --> 02:21:39.372]  I better, you know, beg to be Darth Vader.
[02:21:40.192 --> 02:21:42.533]  And then they get screwed over so much by the system itself.
[02:21:42.553 --> 02:21:43.234]  It's just so...
[02:21:44.194 --> 02:21:49.138]  It's gotten so destructive, so evil, so dishonorable, they even screw their own people now.
[02:21:49.498 --> 02:21:52.300]  And studying stuff 50 years ago, they didn't do that as much back then.
[02:21:52.560 --> 02:21:57.063]  They seem to be getting nastier, but also stupider, more aggressive, more reckless.
[02:21:59.138 --> 02:22:17.065]  People in government today are basically more concerned about their pensions and their careers than they are concerned about getting to the truth of a matter, exposing those that are working for their own private gains, exposing campaign contributions, of which that is why these questions aren't asked.
[02:22:17.705 --> 02:22:20.006]  Why don't they ask the 11 Benghazi questions?
[02:22:20.066 --> 02:22:25.128]  Because if they ask Hillary Clinton and the State Department and John Kerry those questions,
[02:22:25.928 --> 02:22:32.449]  Then that will open up a can of worms like we've never seen before, and it will drift out into every segment of our government.
[02:22:32.809 --> 02:22:33.110]  I agree.
[02:22:33.150 --> 02:22:35.670]  So is there more of an awakening suddenly happening?
[02:22:35.690 --> 02:22:37.010]  Because we know government's been rotting.
[02:22:37.090 --> 02:22:39.691]  Is it starting to get a little bit better, or is it getting worse?
[02:22:40.271 --> 02:22:44.012]  Alex, this has been a coup d'etat on American people going on for the last 50 years.
[02:22:44.092 --> 02:22:49.313]  I run guns under Cuba for Fidel Castro at the same time we were supporting Batista.
[02:22:49.773 --> 02:23:04.337]  In other words, Castro was fighting against Batista on our own American tanks, our own M1 rifles, and anything else that was high-impact weapons that was given to Batista, and at the same time, we were giving Castro arms out of Southern Florida.
[02:23:04.637 --> 02:23:08.077]  That was in 1957, two years before Castro came into power.
[02:23:08.457 --> 02:23:10.238]  I was one of the pilots that flew the guns in there.
[02:23:10.778 --> 02:23:18.923]  I come all the way up on the same type program, tweaked a little bit, modified, and put out and came out to be known as the Iran-Contra Affair.
[02:23:19.523 --> 02:23:26.767]  I flew C-130s into Israel with TOW missiles on board before the great, great October surprise.
[02:23:27.188 --> 02:23:29.909]  There's a hell of a lineage here, but it's blocked.
[02:23:30.289 --> 02:23:31.690]  It's blocked by gatekeepers.
[02:23:33.711 --> 02:23:35.813]  I've been labeled as a conspiracy freak.
[02:23:36.413 --> 02:23:38.275]  I've been labeled as a JFK nut.
[02:23:38.935 --> 02:23:41.076]  In other words, I've been a character assassinated.
[02:23:41.096 --> 02:23:47.601]  Well, I mean, that's what McCain says about you because he knows you blew all those operations open inside Congress, but they know the public.
